folio,fecha,hora,municipio,coordinacion,incidente,nivel_revision,puntaje,num_indicadores,indicadores,accion_sugerida,latitud,longitud
ECA26072506441,2026-07-25,20:04:00,ACOLMAN,ECATEPEC,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,ALTA,105,5,"El propio catálogo C5 lo clasifica con huellas de violencia | La cabina registra arma de fuego, disparo o impacto | Participación de terceros referida por el reportante | Sangrado o lesiones visibles descritas | A menos de 1 km y ±6 h de otro reporte por arma de fuego",Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.60543,-98.97174
TOL26072508570,2026-07-25,22:09:00,NAUCALPAN,METROPOLITANA,HOMICIDIO,ALTA,85,8,Participación de terceros referida por el reportante | Arma blanca o herida punzocortante referida | Sangrado o lesiones visibles descritas | Persona sin signos vitales al arribo | Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1.5 km de un homicidio doloso corroborado de julio | A menos de 1 km y ±6 h de otro reporte por arma de fuego | Atención médica documentada con persona consciente,Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.470055,-99.237545
ECA26072709061,2026-07-27,22:56:00,TLALNEPANTLA,METROPOLITANA,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,ALTA,85,5,El propio catálogo C5 lo clasifica con huellas de violencia | Sangrado o lesiones visibles descritas | Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1.5 km de un homicidio doloso corroborado de julio | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.529765,-99.22266
TOL26072506555,2026-07-25,18:52:00,NAUCALPAN,METROPOLITANA,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,ALTA,80,4,El propio catálogo C5 lo clasifica con huellas de violencia | Sangrado o lesiones visibles descritas | A menos de 1.5 km de un homicidio doloso corroborado de julio | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.470055,-99.237545
ECA26072505767,2026-07-25,18:33:00,IXTAPALUCA,CHALCO,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,ALTA,65,3,El propio catálogo C5 lo clasifica con huellas de violencia | Sangrado o lesiones visibles descritas | A menos de 1.5 km de un homicidio doloso corroborado de julio,Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.30354,-98.86469
ECA26072508203,2026-07-25,23:39:00,CHIMALHUACAN,ORIENTE,HOMICIDIO,ALTA,60,4,"La cabina registra arma de fuego, disparo o impacto | Sangrado o lesiones visibles descritas | Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1 km y ±6 h de otro reporte por arma de fuego",Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.41805,-98.93284
ECA26072606817,2026-07-26,17:09:00,NEXTLALPAN,SIN CATALOGAR,PERSONA NO LOCALIZADA O DESAPARECIDA,ALTA,60,3,"La cabina registra arma de fuego, disparo o impacto | Participación de terceros referida por el reportante | Antecedente de violencia de pareja o familiar en el propio reporte",Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.704916,-99.071542
ECA26072700675,2026-07-27,02:19:00,TECAMAC,ECATEPEC,AMENAZA DE SUICIDIO,ALTA,55,4,Antecedente de violencia de pareja o familiar en el propio reporte | Arma blanca o herida punzocortante referida | Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1.5 km de un homicidio doloso corroborado de julio,Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.677495,-99.030985
TOL26072702143,2026-07-27,09:58:00,NAUCALPAN,METROPOLITANA,HOMICIDIO,ALTA,55,5,Indicios de traslado u ocultamiento del cuerpo | Persona sin signos vitales al arribo | A menos de 1.5 km de un homicidio doloso corroborado de julio | A menos de 1 km y ±6 h de otro reporte por arma de fuego | Atención médica documentada con persona consciente,Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.444105,-99.255825
ECA26072507972,2026-07-25,23:09:00,ECATEPEC,ECATEPEC,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,ALTA,50,3,El propio catálogo C5 lo clasifica con huellas de violencia | Sangrado o lesiones visibles descritas | Hecho ocurrido en franja nocturna (22:00-06:00),Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.512875,-99.048975
ECA26072602935,2026-07-26,09:53:00,ZUMPANGO,ECATEPEC,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,ALTA,50,4,"El propio catálogo C5 lo clasifica con huellas de violencia | Sangrado o lesiones visibles descritas | A menos de 1 km y ±6 h de otro reporte por arma de fuego | Estado etílico referido, patrón habitual de persona tirada",Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.79688,-99.10321
ECA26072604314,2026-07-26,12:23:00,NEZAHUALCOYOTL,ORIENTE,TENTATIVA DE SUICIDIO,ALTA,50,3,Antecedente de violencia de pareja o familiar en el propio reporte | Arma blanca o herida punzocortante referida | A menos de 1.5 km de un homicidio doloso corroborado de julio,Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.458085,-99.049295
ECA26072607440,2026-07-26,18:21:00,NICOLAS ROMERO,METROPOLITANA,SUICIDIO,ALTA,50,5,"La cabina registra arma de fuego, disparo o impacto | Sangrado o lesiones visibles descritas | Persona sin signos vitales al arribo | A menos de 1 km y ±6 h de otro reporte por arma de fuego | Atención médica documentada con persona consciente",Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.5997,-99.30424
ECA26072609445,2026-07-26,22:57:00,CHIMALHUACAN,ORIENTE,PERSONA TIRADA EN VIA PUBLICA,ALTA,50,3,El propio catálogo C5 lo clasifica con huellas de violencia | Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.426845,-98.95706
ECA26072706646,2026-07-27,17:55:00,NOPALTEPEC,SIN CATALOGAR,HOMICIDIO,ALTA,50,3,"La cabina registra arma de fuego, disparo o impacto | Sangrado o lesiones visibles descritas | Persona sin signos vitales al arribo",Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.77779,-98.714009
ECA26072707236,2026-07-27,19:05:00,CUAUTITLAN IZCALLI,METROPOLITANA,PERSONA TIRADA EN VIA PUBLICA,ALTA,50,3,Sangrado o lesiones visibles descritas | A menos de 1.5 km de un homicidio doloso corroborado de julio | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.68583,-99.21855
ECA26072505098,2026-07-25,17:12:00,CHALCO,CHALCO,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,ALTA,45,2,El propio catálogo C5 lo clasifica con huellas de violencia | Sangrado o lesiones visibles descritas,Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.273235,-98.913275
ECA26072507921,2026-07-25,23:03:00,ECATEPEC,ECATEPEC,HOMICIDIO,ALTA,45,5,"La cabina registra arma de fuego, disparo o impacto | Sangrado o lesiones visibles descritas | Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1 km y ±6 h de otro reporte por arma de fuego | Atención médica documentada con persona consciente",Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.597555,-99.029795
ECA26072608988,2026-07-26,21:46:00,TLALMANALCO,CHALCO,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,ALTA,45,2,El propio catálogo C5 lo clasifica con huellas de violencia | Sangrado o lesiones visibles descritas,Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.201325,-98.781185
ECA26072707150,2026-07-27,18:55:00,CHIMALHUACAN,ORIENTE,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,ALTA,45,2,El propio catálogo C5 lo clasifica con huellas de violencia | Sangrado o lesiones visibles descritas,Solicitar carpeta a FGJEM y turnar a Criminalística para revisión de mecánica de hechos.,19.39333,-98.89523
ECA26072301698,2026-07-23,09:03:00,NICOLAS ROMERO,METROPOLITANA,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,40,2,Participación de terceros referida por el reportante | A menos de 1.5 km de un homicidio doloso corroborado de julio,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.618405,-99.29556
ECA26072400809,2026-07-24,03:22:00,TEOTIHUACAN,ORIENTE,SUICIDIO,MEDIA,40,5,"La cabina registra arma de fuego, disparo o impacto | Sangrado o lesiones visibles descritas | Persona sin signos vitales al arribo | Hecho ocurrido en franja nocturna (22:00-06:00) | Atención médica documentada con persona consciente",Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.68836,-98.86631
ECA26072402609,2026-07-24,10:13:00,TLALNEPANTLA,METROPOLITANA,HOMICIDIO,MEDIA,40,2,Indicios de traslado u ocultamiento del cuerpo | Sangrado o lesiones visibles descritas,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.51406,-99.09499
ECA26072507901,2026-07-25,23:01:00,ATIZAPAN,METROPOLITANA,PERSONA TIRADA EN VIA PUBLICA,MEDIA,40,3,Participación de terceros referida por el reportante | Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.57679,-99.24885
ECA26072601456,2026-07-26,04:05:00,ACOLMAN,ECATEPEC,HOMICIDIO,MEDIA,40,3,"La cabina registra arma de fuego, disparo o impacto | Persona sin signos vitales al arribo | Hecho ocurrido en franja nocturna (22:00-06:00)",Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.628365,-98.886415
ECA26072605070,2026-07-26,13:39:00,NEZAHUALCOYOTL,ORIENTE,PERSONA TIRADA EN VIA PUBLICA,MEDIA,40,2,"La cabina registra arma de fuego, disparo o impacto | Sangrado o lesiones visibles descritas",Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.48068,-99.03172
TOL26072608258,2026-07-26,22:41:00,TOLUCA,VALLE TOLUCA,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,MEDIA,40,6,"El propio catálogo C5 lo clasifica con huellas de violencia | Sangrado o lesiones visibles descritas | Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1 km y ±6 h de otro reporte por arma de fuego | Atención médica documentada con persona consciente | Estado etílico referido, patrón habitual de persona tirada",Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.3371,-99.63759
ECA26072609291,2026-07-26,22:30:00,CHALCO,CHALCO,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,40,3,Participación de terceros referida por el reportante | Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.262595,-98.89674
ECA26072701185,2026-07-27,05:19:00,TECAMAC,ECATEPEC,HOMICIDIO,MEDIA,40,5,"La cabina registra arma de fuego, disparo o impacto | Sangrado o lesiones visibles descritas | Persona sin signos vitales al arribo | Hecho ocurrido en franja nocturna (22:00-06:00) | Atención médica documentada con persona consciente",Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.63982,-99.03581
ECA26072709203,2026-07-27,23:16:00,TLALNEPANTLA,METROPOLITANA,PERSONA TIRADA EN VIA PUBLICA,MEDIA,40,3,Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1.5 km de un homicidio doloso corroborado de julio | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.529765,-99.22266
TOL26072400924,2026-07-24,06:35:00,NAUCALPAN,METROPOLITANA,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,MEDIA,35,3,El propio catálogo C5 lo clasifica con huellas de violencia | A menos de 1.5 km de un homicidio doloso corroborado de julio | Atención médica documentada con persona consciente,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.46579,-99.23333
ECA26072404306,2026-07-24,13:10:00,TLALNEPANTLA,METROPOLITANA,TENTATIVA DE SUICIDIO,MEDIA,35,2,A menos de 1.5 km de un homicidio doloso corroborado de julio | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.53383,-99.21647
ECA26072406393,2026-07-24,16:50:00,ECATEPEC,ECATEPEC,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,35,2,Antecedente de violencia de pareja o familiar en el propio reporte | A menos de 1.5 km de un homicidio doloso corroborado de julio,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.59782,-99.00203
ECA26072407520,2026-07-24,19:16:00,NEZAHUALCOYOTL,ORIENTE,SUICIDIO,MEDIA,35,4,Indicios de traslado u ocultamiento del cuerpo | Persona sin signos vitales al arribo | A menos de 1 km y ±6 h de otro reporte por arma de fuego | Atención médica documentada con persona consciente,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.4219,-99.04269
TOL26072509293,2026-07-25,23:58:00,ACAMBAY,ATLACOMULCO,HOMICIDIO,MEDIA,35,4,"La cabina registra arma de fuego, disparo o impacto | Participación de terceros referida por el reportante | Hecho ocurrido en franja nocturna (22:00-06:00) | Atención médica documentada con persona consciente",Contrastar nota de cabina contra parte del primer respondiente y video del C5.,20.034886,-100.054948
ECA26072505575,2026-07-25,18:05:00,CHIMALHUACAN,ORIENTE,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,35,2,A menos de 1.5 km de un homicidio doloso corroborado de julio | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.437185,-98.92834
TOL26072600731,2026-07-26,03:18:00,IXTLAHUACA,ATLACOMULCO,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,MEDIA,35,4,El propio catálogo C5 lo clasifica con huellas de violencia | Sangrado o lesiones visibles descritas | Hecho ocurrido en franja nocturna (22:00-06:00) | Atención médica documentada con persona consciente,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.578161,-99.744303
ECA26072605469,2026-07-26,14:24:00,TLALNEPANTLA,METROPOLITANA,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,MEDIA,35,3,El propio catálogo C5 lo clasifica con huellas de violencia | A menos de 1.5 km de un homicidio doloso corroborado de julio | Atención médica documentada con persona consciente,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.53558,-99.219095
ECA26072206338,2026-07-22,17:00:00,TEOLOYUCAN,SIN CATALOGAR,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,MEDIA,35,3,"El propio catálogo C5 lo clasifica con huellas de violencia | Sangrado o lesiones visibles descritas | Estado etílico referido, patrón habitual de persona tirada",Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.75827,-99.157745
ECA26072207828,2026-07-22,20:05:00,CHIMALHUACAN,ORIENTE,TENTATIVA DE SUICIDIO,MEDIA,35,2,A menos de 1.5 km de un homicidio doloso corroborado de julio | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.417556,-98.98537
ECA26072701747,2026-07-27,08:10:00,CHIMALHUACAN,ORIENTE,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,35,2,Participación de terceros referida por el reportante | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.43389,-98.957715
TOL26072705040,2026-07-27,15:57:00,NAUCALPAN,METROPOLITANA,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,35,2,A menos de 1.5 km de un homicidio doloso corroborado de julio | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.447395,-99.253865
TOL26072706414,2026-07-27,18:57:00,NAUCALPAN,METROPOLITANA,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,35,2,A menos de 1.5 km de un homicidio doloso corroborado de julio | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.43425,-99.2667
TOL26072707860,2026-07-27,21:53:00,NAUCALPAN,METROPOLITANA,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,35,2,A menos de 1.5 km de un homicidio doloso corroborado de julio | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.46125,-99.277485
ECA26072401960,2026-07-24,08:50:00,CHALCO,CHALCO,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,MEDIA,30,3,El propio catálogo C5 lo clasifica con huellas de violencia | Sangrado o lesiones visibles descritas | Atención médica documentada con persona consciente,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.25827,-98.89691
ECA26072506436,2026-07-25,20:04:00,ACOLMAN,ECATEPEC,PERSONA TIRADA EN VIA PUBLICA,MEDIA,30,3,"La cabina registra arma de fuego, disparo o impacto | A menos de 1.5 km de un homicidio doloso corroborado de julio | Atención médica documentada con persona consciente",Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.594795,-98.98841
ECA26072506957,2026-07-25,21:06:00,IXTAPALUCA,CHALCO,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,30,2,Antecedente de violencia de pareja o familiar en el propio reporte | Sangrado o lesiones visibles descritas,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.314605,-98.89106
ECA26072602863,2026-07-26,09:39:00,CUAUTITLAN IZCALLI,METROPOLITANA,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,MEDIA,30,1,El propio catálogo C5 lo clasifica con huellas de violencia,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.65523,-99.21083
ECA26072604043,2026-07-26,11:56:00,ZUMPANGO,ECATEPEC,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,MEDIA,30,3,El propio catálogo C5 lo clasifica con huellas de violencia | A menos de 1 km y ±6 h de otro reporte por arma de fuego | Atención médica documentada con persona consciente,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.800565,-99.105165
ECA26072605397,2026-07-26,14:17:00,LA PAZ,ORIENTE,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,30,2,Antecedente de violencia de pareja o familiar en el propio reporte | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.365475,-98.97206
TOL26072408514,2026-07-24,22:53:00,VILLA VICTORIA,VALLE DE BRAVO,SUICIDIO,MEDIA,25,4,Indicios de traslado u ocultamiento del cuerpo | Persona sin signos vitales al arribo | Hecho ocurrido en franja nocturna (22:00-06:00) | Atención médica documentada con persona consciente,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.421,-99.996469
ECA26072601123,2026-07-26,02:55:00,LA PAZ,ORIENTE,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,25,2,Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1.5 km de un homicidio doloso corroborado de julio,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.350265,-98.97688
ECA26072602335,2026-07-26,07:51:00,ECATEPEC,ECATEPEC,SUICIDIO,MEDIA,25,3,Participación de terceros referida por el reportante | A menos de 1.5 km de un homicidio doloso corroborado de julio | Atención médica documentada con persona consciente,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.531965,-99.04224
TOL26072208477,2026-07-22,23:23:00,NAUCALPAN,METROPOLITANA,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,25,2,Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1.5 km de un homicidio doloso corroborado de julio,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.490085,-99.281685
ECA26072208994,2026-07-22,23:06:00,TEOLOYUCAN,SIN CATALOGAR,AMENAZA DE SUICIDIO,MEDIA,25,3,Sangrado o lesiones visibles descritas | Hecho ocurrido en franja nocturna (22:00-06:00) | Sin coordenada válida: no verificable en campo,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,,
ECA26072700093,2026-07-27,00:20:00,CHIMALHUACAN,ORIENTE,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,MEDIA,25,3,"El propio catálogo C5 lo clasifica con huellas de violencia | Hecho ocurrido en franja nocturna (22:00-06:00) | Estado etílico referido, patrón habitual de persona tirada",Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.389845,-98.96006
ECA26072701389,2026-07-27,06:42:00,TEOTIHUACAN,ORIENTE,PERSONA TIRADA EN VIA PUBLICA,MEDIA,25,2,Sangrado o lesiones visibles descritas | Persona sin signos vitales al arribo,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.683275,-98.83692
ECA26072701569,2026-07-27,07:21:00,ECATEPEC,ECATEPEC,HOMICIDIO,MEDIA,25,1,"La cabina registra arma de fuego, disparo o impacto",Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.61048,-99.05533
TOL26072706875,2026-07-27,19:53:00,JOCOTITLAN,ATLACOMULCO,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,25,2,Participación de terceros referida por el reportante | Sin coordenada válida: no verificable en campo,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,,
ECA26072709191,2026-07-27,23:15:00,ECATEPEC,ECATEPEC,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,25,2,Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1.5 km de un homicidio doloso corroborado de julio,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.546555,-99.054295
TOL26072302112,2026-07-23,10:41:00,XONACATLAN,SIN CATALOGAR,SUICIDIO,MEDIA,20,3,Indicios de traslado u ocultamiento del cuerpo | Persona sin signos vitales al arribo | Atención médica documentada con persona consciente,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.40462,-99.53688
ECA26072402374,2026-07-24,09:46:00,CUAUTITLAN,METROPOLITANA,TENTATIVA DE SUICIDIO,MEDIA,20,1,A menos de 1.5 km de un homicidio doloso corroborado de julio,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.677485,-99.182085
ECA26072403764,2026-07-24,12:17:00,IXTAPALUCA,CHALCO,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,20,2,Antecedente de violencia de pareja o familiar en el propio reporte | Sin coordenada válida: no verificable en campo,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,,
ECA26072408743,2026-07-24,22:02:00,ECATEPEC,ECATEPEC,PERSONA TIRADA EN VIA PUBLICA,MEDIA,20,2,Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.61048,-99.05533
ECA26072600138,2026-07-26,00:20:00,MELCHOR OCAMPO,SIN CATALOGAR,HOMICIDIO,MEDIA,20,5,Sangrado o lesiones visibles descritas | Persona sin signos vitales al arribo | Hecho ocurrido en franja nocturna (22:00-06:00) | Sin coordenada válida: no verificable en campo | Atención médica documentada con persona consciente,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,,
ECA26072600815,2026-07-26,02:12:00,CHALCO,CHALCO,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,20,2,Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.262595,-98.89674
ECA26072206354,2026-07-22,17:02:00,NICOLAS ROMERO,METROPOLITANA,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,20,1,A menos de 1.5 km de un homicidio doloso corroborado de julio,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.611242,-99.3006
TOL26072700167,2026-07-27,00:36:00,OTZOLOTEPEC,VALLE TOLUCA,PERSONA TIRADA EN VIA PUBLICA,MEDIA,20,2,Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.429523,-99.511174
TOL26072702556,2026-07-27,10:52:00,LERMA,SIN CATALOGAR,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,20,1,Participación de terceros referida por el reportante,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.38716,-99.72205
TOL26072704838,2026-07-27,15:26:00,NAUCALPAN,METROPOLITANA,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,20,1,A menos de 1.5 km de un homicidio doloso corroborado de julio,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.47094,-99.253255
ECA26072705285,2026-07-27,15:01:00,TULTITLAN,METROPOLITANA,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,20,1,A menos de 1.5 km de un homicidio doloso corroborado de julio,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.58653,-99.16261
ECA26072706893,2026-07-27,18:23:00,ECATEPEC,ECATEPEC,PERSONA TIRADA EN VIA PUBLICA,MEDIA,20,1,A menos de 1.5 km de un homicidio doloso corroborado de julio,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.57549,-99.029125
ECA26072709014,2026-07-27,22:48:00,TLALNEPANTLA,METROPOLITANA,PERSONA NO LOCALIZADA O DESAPARECIDA,MEDIA,20,2,Hecho ocurrido en franja nocturna (22:00-06:00) | A menos de 1 km y ±6 h de otro reporte por arma de fuego,Contrastar nota de cabina contra parte del primer respondiente y video del C5.,19.546205,-99.154927
TOL26072302315,2026-07-23,11:10:00,TOLUCA,VALLE TOLUCA,PERSONA NO LOCALIZADA O DESAPARECIDA,BAJA,15,1,A menos de 1 km y ±6 h de otro reporte por arma de fuego,Mantener en seguimiento estadístico; sin elementos para reclasificar.,19.28823,-99.65564
ECA26072301622,2026-07-23,08:49:00,TLALNEPANTLA,METROPOLITANA,PERSONA TIRADA EN VIA PUBLICA,BAJA,15,1,A menos de 1 km y ±6 h de otro reporte por arma de fuego,Mantener en seguimiento estadístico; sin elementos para reclasificar.,19.5216,-99.09266
ECA26072301651,2026-07-23,08:54:00,ECATEPEC,ECATEPEC,PERSONA NO LOCALIZADA O DESAPARECIDA,BAJA,15,1,A menos de 1 km y ±6 h de otro reporte por arma de fuego,Mantener en seguimiento estadístico; sin elementos para reclasificar.,19.51193,-99.05789
ECA26072303416,2026-07-23,12:32:00,TULTITLAN,METROPOLITANA,PERSONA NO LOCALIZADA O DESAPARECIDA,BAJA,15,1,A menos de 1 km y ±6 h de otro reporte por arma de fuego,Mantener en seguimiento estadístico; sin elementos para reclasificar.,19.620225,-99.15915
ECA26072303799,2026-07-23,13:09:00,NEZAHUALCOYOTL,ORIENTE,PERSONA NO LOCALIZADA O DESAPARECIDA,BAJA,15,1,A menos de 1 km y ±6 h de otro reporte por arma de fuego,Mantener en seguimiento estadístico; sin elementos para reclasificar.,19.420915,-99.031525
