id,fecha,hora,hora_num,franja,municipio,coordinacion,colonia,calle,latitud,longitud,victimas,sexo,movil,observaciones,dist_base_km,windows_maps_query
92,2026-01-26,17:40:00,17,vespertina (14-22),ZUMPANGO,ECATEPEC,FRACC LAS PLAZAS,CALLE LE CORBUSIER,19.8143970229992,-99.0388502548167,1,H,ajuste de cuentas,IMPACTO DE ARMA DE FUEGO,7.57,"CALLE LE CORBUSIER, FRACCIONAMIENTO LAS PLAZAS, ZUMPANGO, Estado de México, México"
93,2026-01-27,,,sin dato,ECATEPEC,ECATEPEC,S/D,S/D,,,1,S/D,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,,"S/D, S/D, ECATEPEC, Estado de México, México"
94,2026-01-27,,,sin dato,NAUCALPAN,METROPOLITANA,S/D,S/D,,,1,S/D,Ataque directo,IMPACTO DE ARMA DE FUEGO,,"S/D, S/D, NAUCALPAN, Estado de México, México"
95,2026-01-27,,,sin dato,CHALCO,CHALCO,S/D,S/D,,,1,S/D,Ajuste de cuentas por venta de droga,IMPACTO DE ARMA DE FUEGO,,"S/D, S/D, CHALCO, Estado de México, México"
96,2026-01-28,09:50:00,9,matutina (06-14),ZINACANTEPEC,VALLE TOLUCA,LOMA DE SAN FRANCISCO,CALLE BENITO JUAREZ,19.2841457300153,-99.7326143306864,1,H,SIN DATOS,IMPACTO DE ARMA DE FUEGO,1.25,"CALLE BENITO JUAREZ, LOMA DE SAN FRANCISCO, ZINACANTEPEC, Estado de México, México"
97,2026-01-28,18:50:00,18,vespertina (14-22),ZUMPANGO,ECATEPEC,LAS PLAZA,S/D,19.8145535059878,-99.0344675239498,1,H,ajuste de cuentas,IMPACTO DE ARMA DE FUEGO,8.03,"S/D, LAS PLAZA, ZUMPANGO, Estado de México, México"
98,2026-01-28,21:30:00,21,vespertina (14-22),TULTEPEC,ECATEPEC,EL MIRADOR,CALLE VERACRUZ,19.6983468292503,-99.1185024625248,1,H,SIN DATOS,IMPACTO DE ARMA DE FUEGO,4.04,"CALLE VERACRUZ, EL MIRADOR, TULTEPEC, Estado de México, México"
99,2026-01-29,14:25:00,14,vespertina (14-22),TEPOTZOTLAN,METROPOLITANA,SAN MATEO XOLOC,CALLE CERRADA TLATELOLCO,19.7084554005696,-99.2441008064563,1,H,Ataque directo,IMPACTO DE ARMA DE FUEGO,2.42,"CALLE CERRADA TLATELOLCO, SAN MATEO XOLOC, TEPOTZOTLAN, Estado de México, México"
100,2026-01-30,14:14:00,14,vespertina (14-22),ZUMPANGO,ECATEPEC,PARQUE DE LOS SAUCES,CALLE SAUCE ESQUINA CON CALLE CEDROS,19.8156388926859,-99.0446267792352,1,H,Ataque directo por venta de droga,IMPACTO DE ARMA DE FUEGO,6.97,"CALLE SAUCE ESQUINA CON CALLE CEDROS, PARQUE DE LOS SAUCES, ZUMPANGO, Estado de México, México"
101,2026-01-30,22:34:00,22,nocturna (22-06),ECATEPEC,ECATEPEC,SANTA,CALLE VERACRUZ Y CARRETERA MÉXICO-PACHUCA,19.6217624595063,-99.003412698291,1,H,Ataque directo por venta de droga,IMPACTO DE ARMA DE FUEGO,0.26,"CALLE VERACRUZ Y CARRETERA MEXICO-PACHUCA, SANTA, ECATEPEC, Estado de México, México"
102,2026-01-31,16:20:00,16,vespertina (14-22),ZUMPANGO,ECATEPEC,NUEVOS PASEOS DE SAN JUAN,CALLE ROMA ESQUINA CALLE CONTINENTES,19.8016074247117,-99.0575620668942,1,H,"Disparo de arma de fuego, por riña",IMPACTO DE ARMA DE FUEGO,5.75,"CALLE ROMA ESQUINA CALLE CONTINENTES, NUEVOS PASEOS DE SAN JUAN, ZUMPANGO, Estado de México, México"
103,2026-02-02,00:03:00,0,nocturna (22-06),CHICOLOAPAN,ORIENTE,AMPLIACIÓN SANTA ROSA,AV SAN JOSE ESQUINA CON REAL DE MINAS,19.4110464012399,-98.8842313503772,1,H,Posible ajuste de Cuentas entre grupos delictivos,IMPACTO DE ARMA DE FUEGO,4.0,"AVENIDA SAN JOSE ESQUINA CON REAL DE MINAS, AMPLIACION SANTA ROSA, CHICOLOAPAN, Estado de México, México"
104,2026-02-02,02:08:00,2,nocturna (22-06),CHICOLOAPAN,ORIENTE,REAL DE SAN VICENTE II,CALLE REAL DE MAYORAZGO ESQUINA CON AV ALBERTO,19.4222172767321,-98.8870550393426,1,H,ajuste de Cuentas,IMPACTO DE ARMA DE FUEGO,2.83,"CALLE REAL DE MAYORAZGO ESQUINA CON AV ALBERTO, REAL DE SAN VICENTE II, CHICOLOAPAN, Estado de México, México"
105,2026-02-03,12:55:00,12,matutina (06-14),NICOLAS ROMERO,METROPOLITANA,GRANJAS DE GUADALUPE,AV PAJAROS ESQUINA CON CALLE CUCLILLOS,19.6020453886628,-99.2812004957698,1,H,Ataque directo,IMPACTO DE ARMA DE FUEGO,3.32,"AVENIDA PAJAROS ESQUINA CON CALLE CUCLILLOS, GRANJAS DE GUADALUPE, NICOLAS ROMERO, Estado de México, México"
106,2026-02-04,17:37:00,17,vespertina (14-22),HUIXQUILUCAN,METROPOLITANA,INTERLOMAS,AV MAGNO CENTRO,19.4068222753242,-99.2752890760592,1,H,Ataque directo,IMPACTO DE ARMA DE FUEGO,0.44,"AVENIDA MAGNO CENTRO, INTERLOMAS, HUIXQUILUCAN, Estado de México, México"
107,2026-02-04,20:43:00,20,vespertina (14-22),NAUCALPAN,METROPOLITANA,VALLE DORADO,CALLE IGNACIO ZARAGOZA ESQUINA SERRA MIGUEL ALLENDE,19.445042964001,-99.2736611464501,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,2.81,"CALLE IGNACIO ZARAGOZA ESQUINA SERRA MIGUEL ALLENDE, VALLE DORADO, NAUCALPAN, Estado de México, México"
108,2026-02-05,08:10:00,8,matutina (06-14),NAUCALPAN,METROPOLITANA,OLIMPIADA 68,CALLE CARLOS HANK GONZALEZ,19.446098378874,-99.2829948153421,1,H,Probable riña,IMPACTO DE ARMA DE FUEGO,3.75,"CALLE CARLOS HANK GONZALEZ, OLIMPIADA 68, NAUCALPAN, Estado de México, México"
109,2026-02-05,16:30:00,16,vespertina (14-22),ECATEPEC,ECATEPEC,EL CEGOR,CALLE CHICOLOAPAN,19.539525800247,-99.0370454746947,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,1.82,"CALLE CHICOLOAPAN, EL CEGOR, ECATEPEC, Estado de México, México"
110,2026-02-06,01:30:00,1,nocturna (22-06),LA PAZ,ORIENTE,LOS REYES ACAQUILPAN CENTRO,AV PUEBLA,19.3596698859898,-98.9721674049497,1,H,Ataque directo por venta de droga,IMPACTO DE ARMA DE FUEGO,1.81,"AVENIDA PUEBLA, LOS REYES ACAQUILPAN CENTRO, LA PAZ, Estado de México, México"
111,2026-02-06,05:47:00,5,nocturna (22-06),ZUMPANGO,ECATEPEC,SAN BARTOLO CUAUTLALPAN,AV HIDALGO,19.7955191066673,-99.085475222623,1,H,ajuste de cuentas,IMPACTO DE ARMA DE FUEGO,3.31,"AVENIDA HIDALGO, SAN BARTOLO CUAUTLALPAN, ZUMPANGO, Estado de México, México"
112,2026-02-07,08:36:00,8,matutina (06-14),NAUCALPAN,METROPOLITANA,PASEOS DE LOS BOSQUES,CALLE DE LOS ARCOS,19.4717558275702,-99.2750121220533,1,H,Ataque directo,MANIATADO,3.8,"CALLE DE LOS ARCOS, PASEOS DE LOS BOSQUES, NAUCALPAN, Estado de México, México"
113,2026-02-07,09:30:00,9,matutina (06-14),TECAMAC,ECATEPEC,SANTA MARIA AJOLOAPAN,CALLE CAMPO FLORIDO ESQUINA LAS MORAS,19.7492798441232,-98.955429833002,1,H,Intento de robo de vehículo,IMPACTO DE ARMA DE FUEGO,2.09,"CALLE CAMPO FLORIDO ESQUINA LAS MORAS, SANTA MARIA AJOLOAPAN, TECAMAC, Estado de México, México"
114,2026-02-08,09:43:00,9,matutina (06-14),TECAMAC,ECATEPEC,FRACCIONAMIENTO SANTA CRUZ,CALLE CAPILLA DE LA SOLEDAD,19.7002286991415,-98.9420255477052,1,H,Por intento de robo de motocicleta,MANIATADO,6.69,"CALLE CAPILLA DE LA SOLEDAD, FRACCIONAMIENTO SANTA CRUZ, TECAMAC, Estado de México, México"
115,2026-02-08,20:31:00,20,vespertina (14-22),ECATEPEC,ECATEPEC,TEXALPA,CALLE FELIPE ANGELES ESQUINA CON AV FRANCISCO VILLA,19.5242610527592,-99.051014864548,1,H,Por intento de robo de motocicleta,MANIATADO,0.51,"CALLE FELIPE ANGELES ESQUINA CON AV FRANCISCO VILLA, TEXALPA, ECATEPEC, Estado de México, México"
116,2026-02-08,21:44:00,21,vespertina (14-22),ACOLMAN,ECATEPEC,SAN JUANICO,"CAMINO PROLONGACIÓN HIDALGO, POBLADO DE SAN JUANICO",19.6376896478007,-98.909710395582,1,H,Se desconoce el Móvil de la Agresión,MANIATADO,0.56,"CAMINO PROLONGACION HIDALGO, POBLADO DE SAN JUANICO, SAN JUANICO, ACOLMAN, Estado de México, México"
117,2026-02-09,00:05:00,0,nocturna (22-06),TULTITLAN,METROPOLITANA,S/D,S/D,,,1,H,Se desconoce el Móvil de la Agresión,S/D,,"S/D, S/D, TULTITLAN, Estado de México, México"
118,2026-02-09,00:43:00,0,nocturna (22-06),NICOLAS ROMERO,METROPOLITANA,SAN PABLO DE LA CRUZ,CALLE EUCALIPTO,19.6370831292702,-99.3523740362169,1,H,Se desconoce el Móvil de la Agresión,MANIATADO,3.47,"CALLE EUCALIPTO, SAN PABLO DE LA CRUZ, NICOLAS ROMERO, Estado de México, México"
119,2026-02-09,00:57:00,0,nocturna (22-06),TEOTIHUACAN,ORIENTE,CENTRO,CALLE CERRADA 25 REGIMIENTO,19.6869240158078,-98.8684110963803,1,H,Se desconoce el Móvil de la Agresión,MANIATADO,1.32,"CALLE CERRADA 25 REGIMIENTO, CENTRO, TEOTIHUACAN, Estado de México, México"
120,2026-02-10,04:50:00,4,nocturna (22-06),ATLAUTLA,CHALCO,SAN ANDRES TLALAMAC,CAMINO DE TERRACERIA DIRECCION A SAN JUAN TLACOTOMPA,18.9574166934262,-98.8108473171931,1,H,Por intento de robo,IMPACTO DE ARMA DE FUEGO,8.66,"CAMINO DE TERRACERIA DIRECCION A SAN JUAN TLACOTOMPA, SAN ANDRES TLALAMAC, ATLAUTLA, Estado de México, México"
121,2026-02-10,04:50:00,4,nocturna (22-06),TECAMAC,ECATEPEC,SAN PABLO TECALCO,CALLE DEL PANTEON ESQUINA CON CALLE EL ENCINO,19.6738855751157,-98.9672334072828,1,H,ajuste de cuentas,IMPACTO DE ARMA DE FUEGO,3.92,"CALLE DEL PANTEON ESQUINA CON CALLE EL ENCINO, SAN PABLO TECALCO, TECAMAC, Estado de México, México"
122,2026-02-10,22:45:00,22,nocturna (22-06),ECATEPEC,ECATEPEC,TEXALPA,CALLE FELIPE CARRILLO PUERTO,19.5649203622538,-99.0638276406614,1,H,ajuste de cuentas,IMPACTO DE ARMA DE FUEGO,2.21,"CALLE FELIPE CARRILLO PUERTO, TEXALPA, ECATEPEC, Estado de México, México"
123,2026-02-11,06:00:00,6,matutina (06-14),ECATEPEC,ECATEPEC,TULPETLAC,CALLE FRANCISCO VILLA ESQUINA CON CALLE NUEVO LEÓN,19.5652732773471,-99.0615361899197,1,H,Ataque directo por venta de droga,IMPACTO DE ARMA DE FUEGO,2.11,"CALLE FRANCISCO VILLA ESQUINA CON CALLE NUEVO LEON, TULPETLAC, ECATEPEC, Estado de México, México"
124,2026-02-11,10:14:00,10,matutina (06-14),NEZAHUALCOYOTL,ORIENTE,REFORMA,CALLE ORIENTE 4 ESQUINA CON SUR 2,19.3746880125847,-98.983761603533,1,H,Por intento de robo de motocicleta,IMPACTO DE ARMA DE FUEGO,1.05,"CALLE ORIENTE 4 ESQUINA CON SUR 2, REFORMA, NEZAHUALCOYOTL, Estado de México, México"
125,2026-02-11,14:50:00,14,vespertina (14-22),TEOLOYUCAN,METROPOLITANA,GUADALUPE,CALLE ALCANFORES,19.7529303091886,-99.1753535058689,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,2.66,"CALLE ALCANFORES, GUADALUPE, TEOLOYUCAN, Estado de México, México"
126,2026-02-12,02:52:00,2,nocturna (22-06),ECATEPEC,ECATEPEC,CIUDAD CUAUHTEMOC,CALLE PINO Y AV LAS FLORES,19.624508,-98.991995,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,1.0,"CALLE PINO Y AV LAS FLORES, CIUDAD CUAUHTEMOC, ECATEPEC, Estado de México, México"
127,2026-02-12,07:30:00,7,matutina (06-14),TULTEPEC,ECATEPEC,EL MIRADOR,CALLE SAN MARTIN,19.6946575247683,-99.1196016877615,1,M,SIN DATOS,ENVUELTO EN BOLSAS,4.11,"CALLE SAN MARTIN, EL MIRADOR, TULTEPEC, Estado de México, México"
128,2026-02-12,09:32:00,9,matutina (06-14),SAN ANTONIO LA ISLA,VALLE TOLUCA,SAN LUCAS TEPEMAJALCO,CALLE EMELINA GOMEZ NAJERA,19.1623284494352,-99.5631466317969,1,H,Ataque Directo,IMPACTO DE ARMA DE FUEGO,2.98,"CALLE EMELINA GOMEZ NAJERA, SAN LUCAS TEPEMAJALCO, SAN ANTONIO LA ISLA, Estado de México, México"
129,2026-02-13,10:05:00,10,matutina (06-14),NAUCALPAN,METROPOLITANA,SAN JOSE DE LOS LEONES SEGUNDA SECCIÓN,CALLE MIRADOR SAN JOSÉ ESQUINA CON CALLE JEREZ,19.4478686869639,-99.2592470420107,1,H,Probable riña,IMPACTO DE ARMA DE FUEGO,1.86,"CALLE MIRADOR SAN JOSE ESQUINA CON CALLE JEREZ, SAN JOSE DE LOS LEONES SEGUNDA SECCION, NAUCALPAN, Estado de México, México"
130,2026-02-13,23:04:00,23,nocturna (22-06),ECATEPEC,ECATEPEC,CIUDAD CUAUHTEMOC,CALLE EMBAJADA DE LOS ESTADOS UNIDOS ESQUINA CON CALLE PANAMÁ,19.6331551644229,-98.9910532938303,1,H,ajuste de cuentas,IMPACTO DE ARMA DE FUEGO,1.68,"CALLE EMBAJADA DE LOS ESTADOS UNIDOS ESQUINA CON CALLE PANAMA, CIUDAD CUAUHTEMOC, ECATEPEC, Estado de México, México"
131,2026-02-14,05:55:00,5,nocturna (22-06),TIMILPAN,ATLACOMULCO,SAN NICOLAS,"SAN NICOLAS, SEGUNDA MANZANA",19.8820149592279,-99.7392611064523,1,H,Probable riña,IMPACTO DE ARMA DE FUEGO,0.81,"SAN NICOLAS, SEGUNDA MANZANA, SAN NICOLAS, TIMILPAN, Estado de México, México"
132,2026-02-14,13:05:00,13,matutina (06-14),TEXCOCO,ORIENTE,GUADALUPE VICTORIA,AV ÚRSULO GALVÁN Y CAMINO AL RASTRO MUNICIPAL,19.4998625880696,-98.9199742369853,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,4.43,"AVENIDA URSULO GALVAN Y CAMINO AL RASTRO MUNICIPAL, GUADALUPE VICTORIA, TEXCOCO, Estado de México, México"
133,2026-02-14,23:30:00,23,nocturna (22-06),TEOLOYUCAN,METROPOLITANA,SAN SEBASTIAN,"AV DEL RIO, BARRIO SAN SEBASTIÁN",19.7514407464729,-99.209825313298,1,H,SIN DATOS,IMPACTO DE ARMA DE FUEGO,0.96,"AVENIDA DEL RIO, BARRIO SAN SEBASTIAN, SAN SEBASTIAN, TEOLOYUCAN, Estado de México, México"
134,2026-02-15,07:24:00,7,matutina (06-14),ECATEPEC,ECATEPEC,LOMAS DE ATZOLCO,CALLE MIGUEL HIDALGO ESQUINA CON CALLE 5 DE MAYO,19.6025854325726,-99.0449883669167,1,H,Posible relacion sentimental entre las víctimas,IMPACTO DE ARMA DE FUEGO,0.8,"CALLE MIGUEL HIDALGO ESQUINA CON CALLE 5 DE MAYO, LOMAS DE ATZOLCO, ECATEPEC, Estado de México, México"
135,2026-02-15,22:49:00,22,nocturna (22-06),CUAUTITLAN,METROPOLITANA,JOYAS DE CUAUTITLÁN,CALLE RIO ANDES,19.6861326071936,-99.1479968217045,1,H,Ataque directo,IMPACTO DE ARMA DE FUEGO,5.54,"CALLE RIO ANDES, JOYAS DE CUAUTITLAN, CUAUTITLAN, Estado de México, México"
136,2026-02-16,00:21:00,0,nocturna (22-06),IXTAPALUCA,CHALCO,EMILIANO ZAPATA,AV AGRICULTORES ESQUINA CON AV ZARAGOZA,19.3113762265006,-98.9333967197653,1,H,SIN DATOS,IMPACTO DE ARMA DE FUEGO,1.35,"AVENIDA AGRICULTORES ESQUINA CON AV ZARAGOZA, EMILIANO ZAPATA, IXTAPALUCA, Estado de México, México"
137,2026-02-16,00:46:00,0,nocturna (22-06),ECATEPEC,ECATEPEC,LAS VEGAS XALOSTOC,CALLE WASHINGTON ESQUINA CON DISNEYLANDIA,19.5068958865996,-99.0741890377016,1,H,Intento de robo de vehículo,IMPACTO DE ARMA DE FUEGO,1.14,"CALLE WASHINGTON ESQUINA CON DISNEYLANDIA, LAS VEGAS XALOSTOC, ECATEPEC, Estado de México, México"
138,2026-02-17,22:12:00,22,nocturna (22-06),CUAUTITLAN IZCALLI,METROPOLITANA,SANTA MARIA GUADALUPE LA QUEBRADA,CALLE AMAPOLA,19.5881196562464,-99.1920704036133,4,H,Consumo de droga,IMPACTO DE ARMA DE FUEGO,0.7,"CALLE AMAPOLA, SANTA MARIA GUADALUPE LA QUEBRADA, CUAUTITLAN IZCALLI, Estado de México, México"
139,2026-02-18,13:00:00,13,matutina (06-14),TEOLOYUCAN,METROPOLITANA,SANTO TOMÁS,"AV INDEPENDENCIA ESQUINA CON VICTORIA, BARRIO SANTO TOMAS",19.7636359035338,-99.1718062411858,1,M,Intento de robo de vehículo,IMPACTO DE ARMA DE FUEGO,3.34,"AVENIDA INDEPENDENCIA ESQUINA CON VICTORIA, BARRIO SANTO TOMAS, SANTO TOMAS, TEOLOYUCAN, Estado de México, México"
140,2026-02-18,15:10:00,15,vespertina (14-22),CUAUTITLAN IZCALLI,METROPOLITANA,LOMAS DE LOS ÁNGELES,AV CEDROS ESQUINA CON TONALÁ,19.6326706333683,-99.2354960001755,1,H,Probable riña,IMPACTO DE ARMA DE FUEGO,3.27,"AVENIDA CEDROS ESQUINA CON TONALA, LOMAS DE LOS ANGELES, CUAUTITLAN IZCALLI, Estado de México, México"
141,2026-02-18,19:15:00,19,vespertina (14-22),LA PAZ,ORIENTE,VALLE DE LOS REYES,AV LERMA ESQUINA CON CALLE 15,19.3669980512016,-98.9722722952107,1,H,Ataque directo por venta de droga,IMPACTO DE ARMA DE FUEGO,1.01,"AVENIDA LERMA ESQUINA CON CALLE 15, VALLE DE LOS REYES, LA PAZ, Estado de México, México"
142,2026-02-19,18:00:00,18,vespertina (14-22),TEXCOCO,ORIENTE,SAN PEDRO,CALLE JOSEFA ORTIZ ESQUINA CON CALLE ARTEAGA,19.5117590943496,-98.8876658606147,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,1.18,"CALLE JOSEFA ORTIZ ESQUINA CON CALLE ARTEAGA, SAN PEDRO, TEXCOCO, Estado de México, México"
143,2026-02-19,23:00:00,23,nocturna (22-06),TULTEPEC,ECATEPEC,VICENTE SUAREZ,CALLE RUBÉN DARIO ESQUINA CON RAMÓN LÓPEZ VELARDE,19.6967578845372,-99.1131504871124,1,H,SIN DATOS,IMPACTO DE ARMA DE FUEGO,3.46,"CALLE RUBEN DARIO ESQUINA CON RAMON LOPEZ VELARDE, VICENTE SUAREZ, TULTEPEC, Estado de México, México"
144,2026-02-19,23:30:00,23,nocturna (22-06),NEZAHUALCOYOTL,ORIENTE,METROPOLITANA 2DA SECCION,CALLE HEMICICLO A JUAREZ ESQUINA CON INDIO TRISTE,19.391292960796,-99.0305709884087,1,H,posible robo,IMPACTO DE ARMA DE FUEGO,0.38,"CALLE HEMICICLO A JUAREZ ESQUINA CON INDIO TRISTE, METROPOLITANA 2DA SECCION, NEZAHUALCOYOTL, Estado de México, México"
145,2026-02-20,18:05:00,18,vespertina (14-22),TLALNEPANTLA,METROPOLITANA,PRENSA NACIONAL,CALLE 8 COLUMNAS ESQUINA CON EXCELSIOR,19.511005248629,-99.1699441914402,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,0.66,"CALLE 8 COLUMNAS ESQUINA CON EXCELSIOR, PRENSA NACIONAL, TLALNEPANTLA, Estado de México, México"
146,2026-02-20,21:40:00,21,vespertina (14-22),LA PAZ,ORIENTE,VALLE DE LOS REYES,AV ATLACOMULCO,19.3699204060581,-98.9714180773887,2,H,Ataque directo por venta de droga,IMPACTO DE ARMA DE FUEGO,0.68,"AVENIDA ATLACOMULCO, VALLE DE LOS REYES, LA PAZ, Estado de México, México"
147,2026-02-21,,,sin dato,TEMASCALCINGO,ATLACOMULCO,SAN JOSE SOLIS,CARRETERA TEMASCALCINGO-AMEALCO,19.9611402444844,-100.021379183555,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,3.71,"CARRETERA TEMASCALCINGO-AMEALCO, SAN JOSE SOLIS, TEMASCALCINGO, Estado de México, México"
148,2026-02-21,,,sin dato,JIQUIPILCO,ATLACOMULCO,SANTA CRUZ TEPEXPAN,MANZANA PRIMERA DE JIQUIPILCO,19.5730266880017,-99.6910965513349,1,H,Por el control de la zona por la venta de drogas,IMPACTO DE ARMA DE FUEGO,7.15,"MANZANA PRIMERA DE JIQUIPILCO, SANTA CRUZ TEPEXPAN, JIQUIPILCO, Estado de México, México"
149,2026-02-21,,,sin dato,TEMOAYA,VALLE TOLUCA,"LLANO DE LA ""Y""",CALLE ADOLFO LOPEZ MATEOS ESQUINA LUIS DONALDO COLOSIO,19.4041880221544,-99.6182300746519,1,M,SIN DATOS,IMPACTO DE ARMA DE FUEGO,0.18,"CALLE ADOLFO LOPEZ MATEOS ESQUINA LUIS DONALDO COLOSIO, LLANO DE LA ""Y"", TEMOAYA, Estado de México, México"
150,2026-02-23,,,sin dato,TEOLOYUCAN,METROPOLITANA,SAN SEBASTIAN,AV VENUSTIANO CARRANZA ESQUINA LUMBRERAS,19.7513630301489,-99.209576729398,1,H,Por venta de terreno,IMPACTO DE ARMA DE FUEGO,0.94,"AVENIDA VENUSTIANO CARRANZA ESQUINA LUMBRERAS, SAN SEBASTIAN, TEOLOYUCAN, Estado de México, México"
151,2026-02-23,,,sin dato,TOLUCA,VALLE TOLUCA,SAN LUIS OBISPO,CALLE PASEO DE LOS MATLAZINCAS ESQUINA CON ZAPOTECAS,19.3001749681423,-99.6647933153372,1,H,SIN DATOS,IMPACTO DE ARMA DE FUEGO,1.95,"CALLE PASEO DE LOS MATLAZINCAS ESQUINA CON ZAPOTECAS, SAN LUIS OBISPO, TOLUCA, Estado de México, México"
152,2026-02-24,06:10:00,6,matutina (06-14),NAUCALPAN,METROPOLITANA,CIUDAD DE LOS CIPRESES,"CALLE LOS ARCOS COL CIUDAD LOS CIPRESES LAS BRISAS, PARAJE LAS CABALLERIZAS",19.4671925787606,-99.2591779455052,2,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,2.2,"CALLE LOS ARCOS COL CIUDAD LOS CIPRESES LAS BRISAS, PARAJE LAS CABALLERIZAS, CIUDAD DE LOS CIPRESES, NAUCALPAN, Estado de México, México"
153,2026-02-24,09:42:00,9,matutina (06-14),COYOTEPEC,ECATEPEC,SEGUNDA SECCIÓN DEL BARRIO DE SANTIAGO,CARRETERA LUMBRERA,19.7741754934434,-99.226691363847,2,H,un ajuste de cuentas,IMPACTO DE ARMA DE FUEGO,3.77,"CARRETERA LUMBRERA, SEGUNDA SECCION DEL BARRIO DE SANTIAGO, COYOTEPEC, Estado de México, México"
154,2026-02-25,09:00:00,9,matutina (06-14),TULTEPEC,ECATEPEC,EL MIRADOR,CALLE SAN JOSÉ ORIENTE Y CERRADA DE SAN JOSÉ,19.6984149124778,-99.1185971981077,2,H,SIN DATOS,RESTOS HUMANOS,4.05,"CALLE SAN JOSE ORIENTE Y CERRADA DE SAN JOSE, EL MIRADOR, TULTEPEC, Estado de México, México"
155,2026-02-26,,,sin dato,IXTAPAN DEL ORO,VALLE DE BRAVO,MIAHUATLÁN DE HIDALGO,SANTA CRUZ MIAHUATLÁN,19.30525,-100.293984,1,H,Probable riña,IMPACTO DE ARMA DE FUEGO,15.66,"SANTA CRUZ MIAHUATLAN, MIAHUATLAN DE HIDALGO, IXTAPAN DEL ORO, Estado de México, México"
156,2026-02-26,00:40:00,0,nocturna (22-06),ECATEPEC,ECATEPEC,LOMAS DE SAN CARLOS,AV TOLUCA ESQUINA CHICONCUAC 28,19.5790697784526,-99.0566409066636,1,H,Ataque directo por venta de droga,IMPACTO DE ARMA DE FUEGO,3.1,"AVENIDA TOLUCA ESQUINA CHICONCUAC 28, LOMAS DE SAN CARLOS, ECATEPEC, Estado de México, México"
157,2026-02-27,07:50:00,7,matutina (06-14),OCOYOACAC,VALLE TOLUCA,LOS CHIRINOS,CARRETERA MÉXICO-TOLUCA KM 44+100,19.2851573809682,-99.4574205092006,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,8.72,"CARRETERA MEXICO-TOLUCA KM 44+100, LOS CHIRINOS, OCOYOACAC, Estado de México, México"
158,2026-02-27,22:11:00,22,nocturna (22-06),JOQUICINGO,IXTAPAN,SAN PEDRO TECHUCHULCO,CALLE VISTA HERMOSA,19.1124313295474,-99.5247989449496,2,H,Ataque Directo,IMPACTO DE ARMA DE FUEGO,0.58,"CALLE VISTA HERMOSA, SAN PEDRO TECHUCHULCO, JOQUICINGO, Estado de México, México"
159,2026-02-28,00:50:00,0,nocturna (22-06),NICOLAS ROMERO,METROPOLITANA,COLMENA CENTRO,CALLE PUEBLO VIEJO ESQUINA CON CASAS NUEVAS,19.6033669811134,-99.2910039798936,1,H,Sin datos,GOLPES CONTUSOS,3.0,"CALLE PUEBLO VIEJO ESQUINA CON CASAS NUEVAS, COLMENA CENTRO, NICOLAS ROMERO, Estado de México, México"
160,2026-02-28,09:50:00,9,matutina (06-14),ATENCO,ORIENTE,EL SALADO,CALLE JACARANDAS,19.5972090313031,-98.9663368419248,1,H,Se desconoce el Móvil de la Agresión,ENVUELTO EN BOLSAS,2.22,"CALLE JACARANDAS, EL SALADO, ATENCO, Estado de México, México"
161,2026-02-28,11:13:00,11,matutina (06-14),NAUCALPAN,METROPOLITANA,EL MOLINITO,AV 18 DE MARZO ESQUINA CON CALLE CJON. JACARANDAS,19.4547805532754,-99.2342941971363,2,H,Dias antes recibieron amenazas por una sobrina por un predio,IMPACTO DE ARMA DE FUEGO,1.4,"AVENIDA 18 DE MARZO ESQUINA CON CALLE CJON. JACARANDAS, EL MOLINITO, NAUCALPAN, Estado de México, México"
162,2026-03-01,00:00:00,0,nocturna (22-06),IXTAPALUCA,CHALCO,SAN JUAN TLALPIZAHUAC,CALLE AGRICULTURA ESQUINA CON EMILIANO ZAPATA,19.3256248786696,-98.9493850504234,1,H,SIN DATOS,IMPACTO DE ARMA DE FUEGO,1.01,"CALLE AGRICULTURA ESQUINA CON EMILIANO ZAPATA, SAN JUAN TLALPIZAHUAC, IXTAPALUCA, Estado de México, México"
163,2026-03-01,11:00:00,11,matutina (06-14),TEOLOYUCAN,METROPOLITANA,SANTO TOMÁS,AV G.R. DE LA CADENA,19.7714187726633,-99.1632852147878,1,H,un ajuste de cuentas,IMPACTO DE ARMA DE FUEGO,4.53,"AVENIDA G.R. DE LA CADENA, SANTO TOMAS, TEOLOYUCAN, Estado de México, México"
