folio,fecha,hora,hora_num,franja,municipio,coordinacion,incidente,familia,peso_violencia,latitud,longitud,geo_confianza
ECA26080404693,2026-08-04,18:11:00,18,vespertina (14-22),LA PAZ,ORIENTE,RIÑA,rina,1.5,19.350265,-98.97688,COORDENADA
ECA26080404722,2026-08-04,18:16:00,18,vespertina (14-22),NEZAHUALCOYOTL,ORIENTE,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.469145,-99.04915,COORDENADA
ECA26080404790,2026-08-04,18:26:00,18,vespertina (14-22),CHIMALHUACAN,ORIENTE,RIÑA,rina,1.5,19.437185,-98.92834,COORDENADA
ECA26080404794,2026-08-04,18:26:00,18,vespertina (14-22),TLALNEPANTLA,METROPOLITANA,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.527205,-99.178715,COORDENADA
ECA26080404834,2026-08-04,18:32:00,18,vespertina (14-22),ECATEPEC,ECATEPEC,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.50934,-99.08524,COORDENADA
ECA26080404835,2026-08-04,18:32:00,18,vespertina (14-22),NICOLAS ROMERO,METROPOLITANA,PERSONA LESIONADA POR ARMA BLANCA,arma_blanca,3.0,19.628805,-99.299885,COORDENADA
ECA26080404865,2026-08-04,18:38:00,18,vespertina (14-22),COACALCO,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.629845,-99.123195,COORDENADA
ECA26080404879,2026-08-04,18:40:00,18,vespertina (14-22),ECATEPEC,ECATEPEC,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.61048,-99.05533,COORDENADA
ECA26080404907,2026-08-04,18:44:00,18,vespertina (14-22),IXTAPALUCA,CHALCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.30549,-98.90083,COORDENADA
ECA26080404909,2026-08-04,18:46:00,18,vespertina (14-22),ECATEPEC,ECATEPEC,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.61048,-99.05533,COORDENADA
ECA26080404970,2026-08-04,18:56:00,18,vespertina (14-22),IXTAPALUCA,CHALCO,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.30181,-98.8876,COORDENADA
ECA26080404983,2026-08-04,18:58:00,18,vespertina (14-22),TECAMAC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.69593,-98.97609,COORDENADA
ECA26080405025,2026-08-04,19:02:00,19,vespertina (14-22),TECAMAC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.69198,-98.97378,COORDENADA
ECA26080405032,2026-08-04,19:04:00,19,vespertina (14-22),CHALCO,CHALCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.2734,-98.84602,COORDENADA
ECA26080405049,2026-08-04,19:06:00,19,vespertina (14-22),NEZAHUALCOYOTL,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.39843,-99.00454,COORDENADA
ECA26080405082,2026-08-04,19:11:00,19,vespertina (14-22),NICOLAS ROMERO,METROPOLITANA,RIÑA,rina,1.5,19.60712,-99.28147,COORDENADA
ECA26080405112,2026-08-04,19:14:00,19,vespertina (14-22),TULTEPEC,ECATEPEC,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.688609,-99.134537,COORDENADA
ECA26080405114,2026-08-04,19:14:00,19,vespertina (14-22),ATIZAPAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.59327,-99.23965,COORDENADA
ECA26080405115,2026-08-04,19:14:00,19,vespertina (14-22),ZUMPANGO,ECATEPEC,PERSONA AGRESIVA,rina,1.5,,,ALTA
ECA26080405155,2026-08-04,19:20:00,19,vespertina (14-22),ECATEPEC,ECATEPEC,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.60313,-99.03273,COORDENADA
ECA26080405165,2026-08-04,19:22:00,19,vespertina (14-22),VALLE DE CHALCO,CHALCO,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.26825,-98.958405,COORDENADA
ECA26080405167,2026-08-04,19:22:00,19,vespertina (14-22),COACALCO,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.66026,-99.09498,COORDENADA
ECA26080405171,2026-08-04,19:23:00,19,vespertina (14-22),NEZAHUALCOYOTL,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.385995,-99.025348,COORDENADA
ECA26080405176,2026-08-04,19:23:00,19,vespertina (14-22),ZUMPANGO,ECATEPEC,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.831793,-99.097613,COORDENADA
ECA26080405197,2026-08-04,19:26:00,19,vespertina (14-22),TLALNEPANTLA,METROPOLITANA,PERSONA LESIONADA POR ARMA BLANCA,arma_blanca,3.0,19.558495,-99.20779,COORDENADA
ECA26080405217,2026-08-04,19:28:00,19,vespertina (14-22),NICOLAS ROMERO,METROPOLITANA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.619375,-99.307605,COORDENADA
ECA26080405252,2026-08-04,19:33:00,19,vespertina (14-22),HUEYPOXTLA,ECATEPEC,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.928175,-98.981184,COORDENADA
ECA26080405268,2026-08-04,19:35:00,19,vespertina (14-22),CHIMALHUACAN,ORIENTE,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.404517,-98.94832,COORDENADA
ECA26080405274,2026-08-04,19:36:00,19,vespertina (14-22),TLALNEPANTLA,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.539185,-99.199485,COORDENADA
ECA26080405283,2026-08-04,19:37:00,19,vespertina (14-22),TULTITLAN,METROPOLITANA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.5801,-99.1814,COORDENADA
ECA26080405284,2026-08-04,19:37:00,19,vespertina (14-22),IXTAPALUCA,CHALCO,PERSONA LESIONADA POR ARMA BLANCA,arma_blanca,3.0,19.312065,-98.93188,COORDENADA
ECA26080405292,2026-08-04,19:40:00,19,vespertina (14-22),TULTITLAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.60273,-99.167445,COORDENADA
ECA26080405300,2026-08-04,19:41:00,19,vespertina (14-22),TLALNEPANTLA,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.54241,-99.230265,COORDENADA
ECA26080405304,2026-08-04,19:42:00,19,vespertina (14-22),NEZAHUALCOYOTL,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.41314,-99.052465,COORDENADA
ECA26080405306,2026-08-04,19:42:00,19,vespertina (14-22),TULTITLAN,METROPOLITANA,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.612865,-99.16402,COORDENADA
ECA26080405317,2026-08-04,19:45:00,19,vespertina (14-22),NEZAHUALCOYOTL,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.40598,-99.008605,COORDENADA
ECA26080405342,2026-08-04,19:50:00,19,vespertina (14-22),TULTITLAN,METROPOLITANA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.5801,-99.1814,COORDENADA
ECA26080405378,2026-08-04,20:03:00,20,vespertina (14-22),HUEHUETOCA,ECATEPEC,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,19.858869,-99.230281,COORDENADA
ECA26080405386,2026-08-04,20:04:00,20,vespertina (14-22),LA PAZ,ORIENTE,PORTACION DE ARMA BLANCA,arma_blanca,2.0,19.381995,-98.933825,COORDENADA
ECA26080405398,2026-08-04,20:06:00,20,vespertina (14-22),TLALNEPANTLA,METROPOLITANA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.538055,-99.15942,COORDENADA
ECA26080405404,2026-08-04,20:08:00,20,vespertina (14-22),VALLE DE CHALCO,CHALCO,RIÑA,rina,1.5,19.289905,-98.92147,COORDENADA
ECA26080405412,2026-08-04,20:09:00,20,vespertina (14-22),VALLE DE CHALCO,CHALCO,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.27938,-98.92145,COORDENADA
ECA26080405414,2026-08-04,20:09:00,20,vespertina (14-22),HUEHUETOCA,ECATEPEC,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,19.858869,-99.230281,COORDENADA
ECA26080405469,2026-08-04,20:16:00,20,vespertina (14-22),TLALNEPANTLA,METROPOLITANA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.54381,-99.160655,COORDENADA
ECA26080405478,2026-08-04,20:18:00,20,vespertina (14-22),CHALCO,CHALCO,PERSONA AGRESIVA,rina,1.5,19.22826,-98.92769,COORDENADA
ECA26080405486,2026-08-04,20:20:00,20,vespertina (14-22),CHALCO,CHALCO,RIÑA,rina,1.5,19.22364,-98.93163,COORDENADA
ECA26080405514,2026-08-04,20:23:00,20,vespertina (14-22),LA PAZ,ORIENTE,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.381995,-98.933825,COORDENADA
ECA26080405516,2026-08-04,20:24:00,20,vespertina (14-22),ATENCO,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.58535,-98.92921,COORDENADA
ECA26080405518,2026-08-04,20:24:00,20,vespertina (14-22),VALLE DE CHALCO,CHALCO,PERSONA AGRESIVA,rina,1.5,19.29072,-98.92858,COORDENADA
ECA26080405577,2026-08-04,20:32:00,20,vespertina (14-22),TULTITLAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.634065,-99.130745,COORDENADA
ECA26080405608,2026-08-04,20:37:00,20,vespertina (14-22),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.59064,-99.024636,COORDENADA
ECA26080405614,2026-08-04,20:38:00,20,vespertina (14-22),TEOLOYUCAN,METROPOLITANA,RESCATE DE PERSONA NO LOCALIZADA EN ZONA DE DIFICIL ACCESO,desaparicion,3.0,19.769765,-99.227425,COORDENADA
ECA26080405644,2026-08-04,20:43:00,20,vespertina (14-22),VALLE DE CHALCO,CHALCO,AMENAZA DE SUICIDIO,deceso_dudoso,3.0,19.289905,-98.92147,COORDENADA
ECA26080405668,2026-08-04,20:48:00,20,vespertina (14-22),ECATEPEC,ECATEPEC,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.539095,-99.03962,COORDENADA
ECA26080405682,2026-08-04,20:50:00,20,vespertina (14-22),LA PAZ,ORIENTE,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,19.381995,-98.933825,COORDENADA
ECA26080405707,2026-08-04,20:54:00,20,vespertina (14-22),NEZAHUALCOYOTL,ORIENTE,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.3714,-98.97716,COORDENADA
ECA26080405719,2026-08-04,20:58:00,20,vespertina (14-22),ECATEPEC,ECATEPEC,RIÑA,rina,1.5,19.60776,-99.04318,COORDENADA
ECA26080405720,2026-08-04,20:58:00,20,vespertina (14-22),ECATEPEC,ECATEPEC,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.61048,-99.05533,COORDENADA
ECA26080405727,2026-08-04,21:00:00,21,vespertina (14-22),NEXTLALPAN,ECATEPEC,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.704916,-99.071542,COORDENADA
ECA26080405748,2026-08-04,21:03:00,21,vespertina (14-22),CHICOLOAPAN,ORIENTE,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.40835,-98.90868,COORDENADA
ECA26080405775,2026-08-04,21:10:00,21,vespertina (14-22),CHALCO,CHALCO,PERSONA AGRESIVA,rina,1.5,19.205855,-98.960995,COORDENADA
ECA26080405814,2026-08-04,21:18:00,21,vespertina (14-22),CHALCO,CHALCO,PERSONA AGRESIVA,rina,1.5,19.24029,-98.85128,COORDENADA
ECA26080405831,2026-08-04,21:22:00,21,vespertina (14-22),CHIMALHUACAN,ORIENTE,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,19.4109,-98.95219,COORDENADA
ECA26080405842,2026-08-04,21:24:00,21,vespertina (14-22),CUAUTITLAN,METROPOLITANA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.65405,-99.183975,COORDENADA
ECA26080405844,2026-08-04,21:24:00,21,vespertina (14-22),TEXCOCO,ORIENTE,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.446885,-98.868905,COORDENADA
ECA26080405911,2026-08-04,21:37:00,21,vespertina (14-22),TECAMAC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.65093,-99.019,COORDENADA
ECA26080405922,2026-08-04,21:39:00,21,vespertina (14-22),TEXCOCO,ORIENTE,PERSONA LESIONADA POR PROYECTIL DE ARMA DE FUEGO,arma_fuego,6.0,19.44884,-98.87102,COORDENADA
ECA26080405926,2026-08-04,21:39:00,21,vespertina (14-22),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.528235,-99.03306,COORDENADA
ECA26080405950,2026-08-04,21:42:00,21,vespertina (14-22),CHALCO,CHALCO,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.22201,-98.914705,COORDENADA
ECA26080405968,2026-08-04,21:44:00,21,vespertina (14-22),TECAMAC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.65093,-99.019,COORDENADA
ECA26080405974,2026-08-04,21:45:00,21,vespertina (14-22),TECAMAC,ECATEPEC,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.63415,-99.04761,COORDENADA
ECA26080405978,2026-08-04,21:45:00,21,vespertina (14-22),NICOLAS ROMERO,METROPOLITANA,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.61723,-99.335235,COORDENADA
ECA26080405983,2026-08-04,21:46:00,21,vespertina (14-22),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.528235,-99.03306,COORDENADA
ECA26080405996,2026-08-04,21:49:00,21,vespertina (14-22),CUAUTITLAN IZCALLI,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.65523,-99.21083,COORDENADA
ECA26080406006,2026-08-04,21:50:00,21,vespertina (14-22),ECATEPEC,ECATEPEC,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.61048,-99.05533,COORDENADA
ECA26080406022,2026-08-04,21:54:00,21,vespertina (14-22),VALLE DE CHALCO,CHALCO,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.31132,-98.95317,COORDENADA
ECA26080406032,2026-08-04,21:55:00,21,vespertina (14-22),TLALNEPANTLA,METROPOLITANA,PORTACION DE ARMA BLANCA,arma_blanca,2.0,19.531915,-99.1581,COORDENADA
ECA26080406056,2026-08-04,21:58:00,21,vespertina (14-22),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.5775,-99.05198,COORDENADA
ECA26080406058,2026-08-04,21:58:00,21,vespertina (14-22),TLALNEPANTLA,METROPOLITANA,RIÑA,rina,1.5,19.531915,-99.1581,COORDENADA
ECA26080406060,2026-08-04,21:58:00,21,vespertina (14-22),NICOLAS ROMERO,METROPOLITANA,RIÑA,rina,1.5,19.607125,-99.27942,COORDENADA
ECA26080406081,2026-08-04,22:01:00,22,nocturna (22-06),TLALNEPANTLA,METROPOLITANA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.53208,-99.15924,COORDENADA
ECA26080406088,2026-08-04,22:02:00,22,nocturna (22-06),COACALCO,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.65047,-99.11758,COORDENADA
ECA26080406094,2026-08-04,22:03:00,22,nocturna (22-06),NEZAHUALCOYOTL,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.389875,-99.008545,COORDENADA
ECA26080406113,2026-08-04,22:06:00,22,nocturna (22-06),ZUMPANGO,ECATEPEC,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,,,ALTA
ECA26080406119,2026-08-04,22:07:00,22,nocturna (22-06),ATIZAPAN,METROPOLITANA,RIÑA,rina,1.5,19.60405,-99.2649,COORDENADA
ECA26080406123,2026-08-04,22:07:00,22,nocturna (22-06),TEOTIHUACAN,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.68484,-98.890135,COORDENADA
ECA26080406124,2026-08-04,22:07:00,22,nocturna (22-06),ZUMPANGO,ECATEPEC,RIÑA,rina,1.5,19.799515,-99.04139,COORDENADA
ECA26080406133,2026-08-04,22:09:00,22,nocturna (22-06),CUAUTITLAN IZCALLI,METROPOLITANA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.65523,-99.21083,COORDENADA
ECA26080406139,2026-08-04,22:09:00,22,nocturna (22-06),TULTITLAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.60078,-99.16887,COORDENADA
ECA26080406142,2026-08-04,22:09:00,22,nocturna (22-06),APAXCO,ECATEPEC,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.977399,-99.181299,COORDENADA
ECA26080406143,2026-08-04,22:10:00,22,nocturna (22-06),TULTITLAN,METROPOLITANA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.60545,-99.16631,COORDENADA
ECA26080406148,2026-08-04,22:10:00,22,nocturna (22-06),CUAUTITLAN IZCALLI,METROPOLITANA,RIÑA,rina,1.5,19.69011,-99.20534,COORDENADA
ECA26080406176,2026-08-04,22:13:00,22,nocturna (22-06),TULTITLAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.643255,-99.16174,COORDENADA
ECA26080406193,2026-08-04,22:16:00,22,nocturna (22-06),TECAMAC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.63894,-99.039715,COORDENADA
ECA26080406214,2026-08-04,22:18:00,22,nocturna (22-06),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.61048,-99.05533,COORDENADA
ECA26080406237,2026-08-04,22:22:00,22,nocturna (22-06),CHALCO,CHALCO,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.2597,-98.85866,COORDENADA
ECA26080406269,2026-08-04,22:27:00,22,nocturna (22-06),ECATEPEC,ECATEPEC,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.61048,-99.05533,COORDENADA
ECA26080406283,2026-08-04,22:29:00,22,nocturna (22-06),TECAMAC,ECATEPEC,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.66186,-99.0031,COORDENADA
ECA26080406302,2026-08-04,22:31:00,22,nocturna (22-06),CUAUTITLAN IZCALLI,METROPOLITANA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.65523,-99.21083,COORDENADA
ECA26080406313,2026-08-04,22:34:00,22,nocturna (22-06),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.64843,-98.99144,COORDENADA
ECA26080406319,2026-08-04,22:35:00,22,nocturna (22-06),ECATEPEC,ECATEPEC,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.61048,-99.05533,COORDENADA
ECA26080406324,2026-08-04,22:36:00,22,nocturna (22-06),IXTAPALUCA,CHALCO,PERSONA AGRESIVA,rina,1.5,19.31505,-98.90147,COORDENADA
ECA26080406337,2026-08-04,22:39:00,22,nocturna (22-06),CUAUTITLAN,METROPOLITANA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.68758,-99.17105,COORDENADA
ECA26080406339,2026-08-04,22:39:00,22,nocturna (22-06),ACOLMAN,ECATEPEC,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.62673,-98.92504,COORDENADA
ECA26080406346,2026-08-04,22:41:00,22,nocturna (22-06),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.61048,-99.05533,COORDENADA
ECA26080406361,2026-08-04,22:43:00,22,nocturna (22-06),IXTAPALUCA,CHALCO,PORTACION DE ARMA BLANCA,arma_blanca,2.0,19.31418,-98.90198,COORDENADA
ECA26080406378,2026-08-04,22:46:00,22,nocturna (22-06),IXTAPALUCA,CHALCO,PERSONA AGRESIVA,rina,1.5,19.2902,-98.83647,COORDENADA
ECA26080406381,2026-08-04,22:47:00,22,nocturna (22-06),ZUMPANGO,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.81244,-99.09831,COORDENADA
ECA26080406383,2026-08-04,22:47:00,22,nocturna (22-06),TEXCOCO,ORIENTE,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.45628,-98.8747,COORDENADA
ECA26080406385,2026-08-04,22:49:00,22,nocturna (22-06),CHALCO,CHALCO,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.2814,-98.889975,COORDENADA
ECA26080406386,2026-08-04,22:49:00,22,nocturna (22-06),TEXCOCO,ORIENTE,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.460825,-98.88004,COORDENADA
ECA26080406395,2026-08-04,22:50:00,22,nocturna (22-06),ZUMPANGO,ECATEPEC,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,,,ALTA
ECA26080406407,2026-08-04,22:52:00,22,nocturna (22-06),TEXCOCO,ORIENTE,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.45352,-98.868595,COORDENADA
ECA26080406413,2026-08-04,22:53:00,22,nocturna (22-06),NICOLAS ROMERO,METROPOLITANA,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,19.636645,-99.30185,COORDENADA
ECA26080406422,2026-08-04,22:55:00,22,nocturna (22-06),NEZAHUALCOYOTL,ORIENTE,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.40598,-99.008605,COORDENADA
ECA26080406427,2026-08-04,22:56:00,22,nocturna (22-06),TLALNEPANTLA,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.539185,-99.199485,COORDENADA
ECA26080406435,2026-08-04,22:58:00,22,nocturna (22-06),TEZOYUCA,ORIENTE,PORTACION DE ARMA BLANCA,arma_blanca,2.0,,,ALTA
ECA26080406441,2026-08-04,22:59:00,22,nocturna (22-06),JALTENCO,ECATEPEC,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.752539,-99.09593,COORDENADA
ECA26080406462,2026-08-04,23:08:00,23,nocturna (22-06),TLALNEPANTLA,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.55519,-99.176435,COORDENADA
ECA26080406471,2026-08-04,23:10:00,23,nocturna (22-06),TEXCOCO,ORIENTE,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.50212,-98.87218,COORDENADA
ECA26080406475,2026-08-04,23:14:00,23,nocturna (22-06),ECATEPEC,ECATEPEC,PERSONA LESIONADA POR PROYECTIL DE ARMA DE FUEGO,arma_fuego,6.0,19.5102,-99.027115,COORDENADA
ECA26080406477,2026-08-04,23:15:00,23,nocturna (22-06),TEZOYUCA,ORIENTE,TENTATIVA DE SUICIDIO,deceso_dudoso,3.0,19.607604,-98.957048,COORDENADA
ECA26080406480,2026-08-04,23:16:00,23,nocturna (22-06),ECATEPEC,ECATEPEC,PERSONA LESIONADA POR PROYECTIL DE ARMA DE FUEGO,arma_fuego,6.0,19.53463,-99.02278,COORDENADA
ECA26080406481,2026-08-04,23:16:00,23,nocturna (22-06),NEZAHUALCOYOTL,ORIENTE,RIÑA,rina,1.5,19.48501,-99.0624,COORDENADA
ECA26080406487,2026-08-04,23:18:00,23,nocturna (22-06),ECATEPEC,ECATEPEC,PERSONA LESIONADA POR PROYECTIL DE ARMA DE FUEGO,arma_fuego,6.0,19.538155,-99.027475,COORDENADA
ECA26080406488,2026-08-04,23:18:00,23,nocturna (22-06),ECATEPEC,ECATEPEC,PERSONA LESIONADA POR PROYECTIL DE ARMA DE FUEGO,arma_fuego,6.0,19.535135,-99.018035,COORDENADA
ECA26080406494,2026-08-04,23:20:00,23,nocturna (22-06),CUAUTITLAN IZCALLI,METROPOLITANA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.62692,-99.222635,COORDENADA
ECA26080406500,2026-08-04,23:21:00,23,nocturna (22-06),CHALCO,CHALCO,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,,,ALTA
ECA26080406502,2026-08-04,23:22:00,23,nocturna (22-06),OZUMBA,CHALCO,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.026959,-98.825702,COORDENADA
ECA26080406503,2026-08-04,23:23:00,23,nocturna (22-06),VALLE DE CHALCO,CHALCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.27814,-98.9591,COORDENADA
ECA26080406508,2026-08-04,23:24:00,23,nocturna (22-06),TULTITLAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.64085,-99.13161,COORDENADA
ECA26080406519,2026-08-04,23:27:00,23,nocturna (22-06),TLALNEPANTLA,METROPOLITANA,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.53906,-99.09054,COORDENADA
ECA26080406543,2026-08-04,23:32:00,23,nocturna (22-06),TECAMAC,ECATEPEC,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.64312,-99.032985,COORDENADA
ECA26080406553,2026-08-04,23:36:00,23,nocturna (22-06),TLALNEPANTLA,METROPOLITANA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.529765,-99.22266,COORDENADA
ECA26080406554,2026-08-04,23:36:00,23,nocturna (22-06),TLALNEPANTLA,METROPOLITANA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.534,-99.15912,COORDENADA
ECA26080406569,2026-08-04,23:42:00,23,nocturna (22-06),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.50733,-99.01962,COORDENADA
ECA26080406590,2026-08-04,23:47:00,23,nocturna (22-06),TLALNEPANTLA,METROPOLITANA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.51406,-99.09499,COORDENADA
ECA26080406601,2026-08-04,23:50:00,23,nocturna (22-06),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.51495,-99.06499,COORDENADA
ECA26080406608,2026-08-04,23:52:00,23,nocturna (22-06),CUAUTITLAN IZCALLI,METROPOLITANA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.63613,-99.23309,COORDENADA
ECA26080406609,2026-08-04,23:53:00,23,nocturna (22-06),TEXCOCO,ORIENTE,RIÑA,rina,1.5,19.43041,-98.92025,COORDENADA
ECA26080406633,2026-08-04,23:58:00,23,nocturna (22-06),TEXCOCO,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.43041,-98.92025,COORDENADA
ECA26080500014,2026-08-05,00:02:00,0,nocturna (22-06),ECATEPEC,ECATEPEC,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.610325,-99.017525,COORDENADA
ECA26080500015,2026-08-05,00:02:00,0,nocturna (22-06),TEXCOCO,ORIENTE,RIÑA,rina,1.5,19.431425,-98.91141,COORDENADA
ECA26080500022,2026-08-05,00:03:00,0,nocturna (22-06),LA PAZ,ORIENTE,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.34005,-98.97615,COORDENADA
ECA26080500037,2026-08-05,00:06:00,0,nocturna (22-06),CHALCO,CHALCO,PERSONA AGRESIVA,rina,1.5,19.262595,-98.89674,COORDENADA
