folio,fecha,hora,hora_num,franja,municipio,coordinacion,incidente,familia,peso_violencia,latitud,longitud,geo_confianza
ECA26073101029,2026-07-31,06:48:00,6,matutina (06-14),ECATEPEC,ECATEPEC,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.50973,-99.01916,COORDENADA
ECA26073101032,2026-07-31,06:49:00,6,matutina (06-14),NEZAHUALCOYOTL,ORIENTE,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.41365,-99.00572,COORDENADA
ECA26073101035,2026-07-31,06:50:00,6,matutina (06-14),ECATEPEC,ECATEPEC,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.560235,-99.062675,COORDENADA
ECA26073101071,2026-07-31,07:00:00,7,matutina (06-14),TLALNEPANTLA,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.584515,-99.198015,COORDENADA
ECA26073101107,2026-07-31,07:11:00,7,matutina (06-14),TLALNEPANTLA,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.51286,-99.22023,COORDENADA
ECA26073101122,2026-07-31,07:19:00,7,matutina (06-14),NEZAHUALCOYOTL,ORIENTE,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.40598,-99.008605,COORDENADA
ECA26073101132,2026-07-31,07:24:00,7,matutina (06-14),ECATEPEC,ECATEPEC,RIÑA,rina,1.5,19.54331,-99.04913,COORDENADA
ECA26073101142,2026-07-31,07:27:00,7,matutina (06-14),TLALNEPANTLA,METROPOLITANA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.540365,-99.17573,COORDENADA
ECA26073101154,2026-07-31,07:32:00,7,matutina (06-14),CUAUTITLAN,METROPOLITANA,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.651645,-99.175455,COORDENADA
ECA26073101196,2026-07-31,07:45:00,7,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.529175,-99.045595,COORDENADA
ECA26073101203,2026-07-31,07:46:00,7,matutina (06-14),TECAMAC,ECATEPEC,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.677495,-99.030985,COORDENADA
ECA26073101259,2026-07-31,08:10:00,8,matutina (06-14),TEOLOYUCAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.726405,-99.191385,COORDENADA
ECA26073101308,2026-07-31,08:23:00,8,matutina (06-14),TEQUIXQUIAC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.897856,-99.153036,COORDENADA
ECA26073101335,2026-07-31,08:28:00,8,matutina (06-14),TLALNEPANTLA,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.573645,-99.191485,COORDENADA
ECA26073101340,2026-07-31,08:29:00,8,matutina (06-14),NICOLAS ROMERO,METROPOLITANA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.60399,-99.29432,COORDENADA
ECA26073101349,2026-07-31,08:30:00,8,matutina (06-14),ECATEPEC,ECATEPEC,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.642805,-99.01171,COORDENADA
ECA26073101378,2026-07-31,08:35:00,8,matutina (06-14),NEZAHUALCOYOTL,ORIENTE,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.48262,-99.056105,COORDENADA
ECA26073101399,2026-07-31,08:41:00,8,matutina (06-14),IXTAPALUCA,CHALCO,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.33185,-98.87712,COORDENADA
ECA26073101439,2026-07-31,08:50:00,8,matutina (06-14),TECAMAC,ECATEPEC,ROBO A NEGOCIO CON VIOLENCIA,robo_violento,2.0,19.681865,-99.02786,COORDENADA
ECA26073101457,2026-07-31,08:55:00,8,matutina (06-14),CHIMALHUACAN,ORIENTE,PORTACION DE ARMA BLANCA,arma_blanca,2.0,19.43337,-98.93802,COORDENADA
ECA26073101491,2026-07-31,09:01:00,9,matutina (06-14),TULTITLAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.63223,-99.17029,COORDENADA
ECA26073101493,2026-07-31,09:01:00,9,matutina (06-14),ATIZAPAN,METROPOLITANA,VIOLENCIA DE PAREJA,violencia_genero,2.0,,,ALTA
ECA26073101519,2026-07-31,09:05:00,9,matutina (06-14),AYAPANGO,CHALCO,PERSONA AGRESIVA,rina,1.5,19.122161,-98.804023,COORDENADA
ECA26073101522,2026-07-31,09:05:00,9,matutina (06-14),TEXCOCO,ORIENTE,RIÑA,rina,1.5,19.49681,-98.89614,COORDENADA
ECA26073101528,2026-07-31,09:06:00,9,matutina (06-14),VALLE DE CHALCO,CHALCO,PERSONA AGRESIVA,rina,1.5,19.31673,-98.943625,COORDENADA
ECA26073101553,2026-07-31,09:12:00,9,matutina (06-14),CHICOLOAPAN,ORIENTE,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.398194,-98.927844,COORDENADA
ECA26073101561,2026-07-31,09:14:00,9,matutina (06-14),TECAMAC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.62409,-99.02612,COORDENADA
ECA26073101578,2026-07-31,09:16:00,9,matutina (06-14),NEZAHUALCOYOTL,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.39147,-99.01261,COORDENADA
ECA26073101589,2026-07-31,09:18:00,9,matutina (06-14),NICOLAS ROMERO,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.63392,-99.30343,COORDENADA
ECA26073101621,2026-07-31,09:24:00,9,matutina (06-14),TULTITLAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.6153,-99.17877,COORDENADA
ECA26073101650,2026-07-31,09:30:00,9,matutina (06-14),VALLE DE CHALCO,CHALCO,PERSONA LESIONADA POR ARMA BLANCA,arma_blanca,3.0,19.289905,-98.92147,COORDENADA
ECA26073101668,2026-07-31,09:34:00,9,matutina (06-14),VALLE DE CHALCO,CHALCO,PERSONA AGRESIVA,rina,1.5,19.275595,-98.94367,COORDENADA
ECA26073101688,2026-07-31,09:38:00,9,matutina (06-14),TECAMAC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,,,ALTA
ECA26073101700,2026-07-31,09:41:00,9,matutina (06-14),CHIMALHUACAN,ORIENTE,RIÑA,rina,1.5,19.42485,-98.928045,COORDENADA
ECA26073101707,2026-07-31,09:42:00,9,matutina (06-14),CHIMALHUACAN,ORIENTE,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.404517,-98.94832,COORDENADA
ECA26073101738,2026-07-31,09:46:00,9,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.64796,-99.001305,COORDENADA
ECA26073101776,2026-07-31,09:51:00,9,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA LESIONADA POR ARMA BLANCA,arma_blanca,3.0,19.53545,-99.051465,COORDENADA
ECA26073101798,2026-07-31,09:55:00,9,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.59782,-99.00203,COORDENADA
ECA26073101799,2026-07-31,09:56:00,9,matutina (06-14),TEPOTZOTLAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.70502,-99.25794,COORDENADA
ECA26073101824,2026-07-31,10:01:00,10,matutina (06-14),CHIMALHUACAN,ORIENTE,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.415065,-98.97565,COORDENADA
ECA26073101850,2026-07-31,10:05:00,10,matutina (06-14),CHIMALHUACAN,ORIENTE,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.3982,-98.94842,COORDENADA
ECA26073101857,2026-07-31,10:06:00,10,matutina (06-14),CHICOLOAPAN,ORIENTE,EXTORSION TELEFONICA,alta_incidencia,4.0,19.409765,-98.918125,COORDENADA
ECA26073101873,2026-07-31,10:07:00,10,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.50294,-99.03002,COORDENADA
ECA26073101911,2026-07-31,10:14:00,10,matutina (06-14),TEOLOYUCAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,,,MEDIA
ECA26073101915,2026-07-31,10:14:00,10,matutina (06-14),CHICOLOAPAN,ORIENTE,RIÑA,rina,1.5,19.402425,-98.92461,COORDENADA
ECA26073101937,2026-07-31,10:18:00,10,matutina (06-14),CUAUTITLAN IZCALLI,METROPOLITANA,PRIVACION DE LA LIBERTAD,alta_incidencia,4.0,19.65523,-99.21083,COORDENADA
ECA26073101957,2026-07-31,10:22:00,10,matutina (06-14),NEZAHUALCOYOTL,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.39582,-99.04415,COORDENADA
ECA26073102001,2026-07-31,10:28:00,10,matutina (06-14),NEZAHUALCOYOTL,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.41372,-99.03552,COORDENADA
ECA26073102023,2026-07-31,10:31:00,10,matutina (06-14),COACALCO,ECATEPEC,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.65232,-99.09613,COORDENADA
ECA26073102046,2026-07-31,10:35:00,10,matutina (06-14),ATIZAPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.58967,-99.26293,COORDENADA
ECA26073102047,2026-07-31,10:35:00,10,matutina (06-14),CUAUTITLAN IZCALLI,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.66565,-99.21421,COORDENADA
ECA26073102087,2026-07-31,10:42:00,10,matutina (06-14),TECAMAC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.622015,-99.040695,COORDENADA
ECA26073102102,2026-07-31,10:43:00,10,matutina (06-14),CHICOLOAPAN,ORIENTE,RIÑA,rina,1.5,19.402425,-98.92461,COORDENADA
ECA26073102194,2026-07-31,10:55:00,10,matutina (06-14),ECATEPEC,ECATEPEC,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.64301,-98.98629,COORDENADA
ECA26073102250,2026-07-31,11:02:00,11,matutina (06-14),ATIZAPAN,METROPOLITANA,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,19.54004,-99.23487,COORDENADA
ECA26073102253,2026-07-31,11:02:00,11,matutina (06-14),CUAUTITLAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.670435,-99.18086,COORDENADA
ECA26073102306,2026-07-31,11:09:00,11,matutina (06-14),TULTITLAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.632145,-99.14125,COORDENADA
ECA26073102318,2026-07-31,11:11:00,11,matutina (06-14),CUAUTITLAN IZCALLI,METROPOLITANA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.67183,-99.221635,COORDENADA
ECA26073102358,2026-07-31,11:18:00,11,matutina (06-14),TEPETLIXPA,CHALCO,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,18.984506,-98.84379,COORDENADA
ECA26073102435,2026-07-31,11:29:00,11,matutina (06-14),ECATEPEC,ECATEPEC,PORTACION DE ARMA BLANCA,arma_blanca,2.0,19.53221,-99.03247,COORDENADA
ECA26073102459,2026-07-31,11:32:00,11,matutina (06-14),TEXCOCO,ORIENTE,RIÑA,rina,1.5,19.51995,-98.88292,COORDENADA
ECA26073102540,2026-07-31,11:41:00,11,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.49931,-99.04712,COORDENADA
ECA26073102555,2026-07-31,11:42:00,11,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.52399,-99.075715,COORDENADA
ECA26073102563,2026-07-31,11:43:00,11,matutina (06-14),TEXCOCO,ORIENTE,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.511485,-98.885165,COORDENADA
ECA26073102571,2026-07-31,11:43:00,11,matutina (06-14),TULTITLAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.61608,-99.14524,COORDENADA
ECA26073102586,2026-07-31,11:45:00,11,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.49931,-99.04712,COORDENADA
ECA26073102602,2026-07-31,11:47:00,11,matutina (06-14),TECAMAC,ECATEPEC,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,19.667485,-99.00729,COORDENADA
ECA26073102608,2026-07-31,11:47:00,11,matutina (06-14),CHIMALHUACAN,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.38899,-98.97011,COORDENADA
ECA26073102634,2026-07-31,11:51:00,11,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA LESIONADA POR PROYECTIL DE ARMA DE FUEGO,arma_fuego,6.0,19.61048,-99.05533,COORDENADA
ECA26073102662,2026-07-31,11:55:00,11,matutina (06-14),CHALCO,CHALCO,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,19.287925,-98.90602,COORDENADA
ECA26073102668,2026-07-31,11:56:00,11,matutina (06-14),ZUMPANGO,ECATEPEC,AMENAZA DE SUICIDIO,deceso_dudoso,3.0,19.80629,-99.02341,COORDENADA
ECA26073102701,2026-07-31,12:01:00,12,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.560235,-99.062675,COORDENADA
ECA26073102719,2026-07-31,12:03:00,12,matutina (06-14),TULTITLAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.64081,-99.12831,COORDENADA
ECA26073102768,2026-07-31,12:08:00,12,matutina (06-14),CUAUTITLAN IZCALLI,METROPOLITANA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.630505,-99.20616,COORDENADA
ECA26073102775,2026-07-31,12:10:00,12,matutina (06-14),TLALNEPANTLA,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.51708,-99.09985,COORDENADA
ECA26073102830,2026-07-31,12:18:00,12,matutina (06-14),CUAUTITLAN IZCALLI,METROPOLITANA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.65523,-99.21083,COORDENADA
ECA26073102845,2026-07-31,12:19:00,12,matutina (06-14),TULTITLAN,METROPOLITANA,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,letal,5.0,19.665215,-99.094465,COORDENADA
ECA26073102962,2026-07-31,12:33:00,12,matutina (06-14),HUEHUETOCA,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.824861,-99.253292,COORDENADA
ECA26073102987,2026-07-31,12:36:00,12,matutina (06-14),TLALNEPANTLA,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.52695,-99.23516,COORDENADA
ECA26073102993,2026-07-31,12:36:00,12,matutina (06-14),CUAUTITLAN IZCALLI,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.65868,-99.21551,COORDENADA
ECA26073103005,2026-07-31,12:38:00,12,matutina (06-14),TLALNEPANTLA,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.55859,-99.19026,COORDENADA
ECA26073103017,2026-07-31,12:39:00,12,matutina (06-14),TECAMAC,ECATEPEC,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,,,MEDIA
ECA26073103020,2026-07-31,12:39:00,12,matutina (06-14),CHALCO,CHALCO,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.25771,-98.89981,COORDENADA
ECA26073103021,2026-07-31,12:39:00,12,matutina (06-14),CHALCO,CHALCO,RIÑA,rina,1.5,19.264405,-98.890145,COORDENADA
ECA26073103049,2026-07-31,12:43:00,12,matutina (06-14),CUAUTITLAN IZCALLI,METROPOLITANA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.65523,-99.21083,COORDENADA
ECA26073103155,2026-07-31,12:59:00,12,matutina (06-14),NICOLAS ROMERO,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.61723,-99.335235,COORDENADA
ECA26073103175,2026-07-31,13:01:00,13,matutina (06-14),ECATEPEC,ECATEPEC,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.572935,-99.03807,COORDENADA
ECA26073103192,2026-07-31,13:03:00,13,matutina (06-14),CHIMALHUACAN,ORIENTE,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.437185,-98.92834,COORDENADA
ECA26073103207,2026-07-31,13:05:00,13,matutina (06-14),NEZAHUALCOYOTL,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.40865,-99.028315,COORDENADA
ECA26073103209,2026-07-31,13:05:00,13,matutina (06-14),TEXCOCO,ORIENTE,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.45352,-98.868595,COORDENADA
ECA26073103244,2026-07-31,13:10:00,13,matutina (06-14),TLALNEPANTLA,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.53896,-99.1934,COORDENADA
ECA26073103273,2026-07-31,13:14:00,13,matutina (06-14),CHIMALHUACAN,ORIENTE,ROBO A NEGOCIO CON VIOLENCIA,robo_violento,2.0,19.41155,-98.92691,COORDENADA
ECA26073103336,2026-07-31,13:21:00,13,matutina (06-14),COYOTEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.767532,-99.213187,COORDENADA
ECA26073103370,2026-07-31,13:25:00,13,matutina (06-14),CHALCO,CHALCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.25719,-98.82868,COORDENADA
ECA26073103455,2026-07-31,13:35:00,13,matutina (06-14),LA PAZ,ORIENTE,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.35491,-98.96164,COORDENADA
ECA26073103462,2026-07-31,13:36:00,13,matutina (06-14),ATIZAPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.58292,-99.22061,COORDENADA
ECA26073103491,2026-07-31,13:41:00,13,matutina (06-14),ECATEPEC,ECATEPEC,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.611925,-99.063485,COORDENADA
ECA26073103498,2026-07-31,13:42:00,13,matutina (06-14),CUAUTITLAN IZCALLI,METROPOLITANA,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,19.68601,-99.185005,COORDENADA
ECA26073103500,2026-07-31,13:42:00,13,matutina (06-14),ACOLMAN,ECATEPEC,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,19.61188,-98.974155,COORDENADA
ECA26073103515,2026-07-31,13:43:00,13,matutina (06-14),ECATEPEC,ECATEPEC,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.60764,-99.04211,COORDENADA
ECA26073103522,2026-07-31,13:44:00,13,matutina (06-14),CHALCO,CHALCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,,,ALTA
ECA26073103530,2026-07-31,13:45:00,13,matutina (06-14),CHALCO,CHALCO,PERSONA AGRESIVA,rina,1.5,19.24261,-98.84874,COORDENADA
ECA26073103532,2026-07-31,13:45:00,13,matutina (06-14),TULTITLAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.665215,-99.094465,COORDENADA
ECA26073103536,2026-07-31,13:46:00,13,matutina (06-14),TEOLOYUCAN,METROPOLITANA,EXTORSION TELEFONICA,alta_incidencia,4.0,19.760095,-99.194245,COORDENADA
ECA26073103568,2026-07-31,13:49:00,13,matutina (06-14),IXTAPALUCA,CHALCO,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.314605,-98.89106,COORDENADA
ECA26073103616,2026-07-31,13:54:00,13,matutina (06-14),ATIZAPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.59092,-99.27381,COORDENADA
ECA26073103624,2026-07-31,13:55:00,13,matutina (06-14),TLALNEPANTLA,METROPOLITANA,PORTACION DE ARMA BLANCA,arma_blanca,2.0,19.539185,-99.199485,COORDENADA
ECA26073103684,2026-07-31,14:03:00,14,vespertina (14-22),NEXTLALPAN,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.704916,-99.071542,COORDENADA
ECA26073103752,2026-07-31,14:13:00,14,vespertina (14-22),CHICOLOAPAN,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.39823,-98.93104,COORDENADA
ECA26073103757,2026-07-31,14:14:00,14,vespertina (14-22),CUAUTITLAN IZCALLI,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.630505,-99.20616,COORDENADA
ECA26073103760,2026-07-31,14:15:00,14,vespertina (14-22),TEZOYUCA,ORIENTE,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.591118,-98.918421,COORDENADA
ECA26073103854,2026-07-31,14:33:00,14,vespertina (14-22),COACALCO,ECATEPEC,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.62183,-99.104865,COORDENADA
ECA26073103873,2026-07-31,14:36:00,14,vespertina (14-22),VALLE DE CHALCO,CHALCO,PERSONA AGRESIVA,rina,1.5,19.31529,-98.94875,COORDENADA
ECA26073103883,2026-07-31,14:37:00,14,vespertina (14-22),ECATEPEC,ECATEPEC,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.61048,-99.05533,COORDENADA
ECA26073103897,2026-07-31,14:40:00,14,vespertina (14-22),TLALNEPANTLA,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.539185,-99.199485,COORDENADA
ECA26073103912,2026-07-31,14:42:00,14,vespertina (14-22),CHALCO,CHALCO,EXTORSION TELEFONICA,alta_incidencia,4.0,19.2597,-98.85866,COORDENADA
ECA26073103918,2026-07-31,14:43:00,14,vespertina (14-22),TULTITLAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.612865,-99.16402,COORDENADA
ECA26073103952,2026-07-31,14:48:00,14,vespertina (14-22),TULTITLAN,METROPOLITANA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.612865,-99.16402,COORDENADA
ECA26073103976,2026-07-31,14:51:00,14,vespertina (14-22),VALLE DE CHALCO,CHALCO,ROBO A NEGOCIO CON VIOLENCIA,robo_violento,2.0,19.293795,-98.935035,COORDENADA
ECA26073104017,2026-07-31,14:57:00,14,vespertina (14-22),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.61048,-99.05533,COORDENADA
TOL26080104635,2026-08-01,15:08:00,15,vespertina (14-22),XONACATLAN,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.408253,-99.516887,COORDENADA
TOL26080104642,2026-08-01,15:09:00,15,vespertina (14-22),VALLE DE BRAVO,VALLE DE BRAVO,PERSONA AGRESIVA,rina,1.5,,,MEDIA
TOL26080104658,2026-08-01,15:11:00,15,vespertina (14-22),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.46465,-99.238615,COORDENADA
TOL26080104728,2026-08-01,15:21:00,15,vespertina (14-22),XALATLACO,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.18319,-99.410786,COORDENADA
TOL26080104748,2026-08-01,15:24:00,15,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.31233,-99.58397,COORDENADA
TOL26080104753,2026-08-01,15:24:00,15,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.249725,-99.69428,COORDENADA
TOL26080104768,2026-08-01,15:26:00,15,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.280545,-99.62339,COORDENADA
TOL26080104811,2026-08-01,15:31:00,15,vespertina (14-22),SAN MATEO ATENCO,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.26187,-99.548385,COORDENADA
TOL26080104827,2026-08-01,15:34:00,15,vespertina (14-22),XALATLACO,VALLE TOLUCA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.175007,-99.414463,COORDENADA
TOL26080104864,2026-08-01,15:37:00,15,vespertina (14-22),LERMA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.30107,-99.53398,COORDENADA
TOL26080104909,2026-08-01,15:42:00,15,vespertina (14-22),NAUCALPAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.4585,-99.26034,COORDENADA
TOL26080104967,2026-08-01,15:50:00,15,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.348035,-99.600465,COORDENADA
TOL26080105072,2026-08-01,16:10:00,16,vespertina (14-22),POLOTITLAN,ATLACOMULCO,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,20.250383,-99.916578,COORDENADA
TOL26080105092,2026-08-01,16:14:00,16,vespertina (14-22),NAUCALPAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.4629,-99.279965,COORDENADA
TOL26080105101,2026-08-01,16:15:00,16,vespertina (14-22),LERMA,VALLE TOLUCA,TENTATIVA DE SUICIDIO,deceso_dudoso,3.0,19.31386,-99.533798,COORDENADA
TOL26080105125,2026-08-01,16:22:00,16,vespertina (14-22),TOLUCA,VALLE TOLUCA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.280545,-99.62339,COORDENADA
TOL26080105152,2026-08-01,16:25:00,16,vespertina (14-22),ALMOLOYA,VALLE TOLUCA,PERSONA LESIONADA POR PROYECTIL DE ARMA DE FUEGO,arma_fuego,6.0,19.291879,-99.782955,COORDENADA
TOL26080105174,2026-08-01,16:29:00,16,vespertina (14-22),XALATLACO,VALLE TOLUCA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.179637,-99.40491,COORDENADA
TOL26080105187,2026-08-01,16:30:00,16,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.318445,-99.63607,COORDENADA
TOL26080105204,2026-08-01,16:32:00,16,vespertina (14-22),TOLUCA,VALLE TOLUCA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.27523,-99.62025,COORDENADA
TOL26080105246,2026-08-01,16:41:00,16,vespertina (14-22),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.433763,-99.275752,COORDENADA
TOL26080105283,2026-08-01,16:48:00,16,vespertina (14-22),SOYANIQUILPAN,ATLACOMULCO,PORTACION DE ARMA BLANCA,arma_blanca,2.0,20.016673,-99.528811,COORDENADA
TOL26080105355,2026-08-01,16:58:00,16,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.330154,-99.60853,COORDENADA
TOL26080105366,2026-08-01,16:59:00,16,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.31443,-99.59583,COORDENADA
TOL26080105368,2026-08-01,17:00:00,17,vespertina (14-22),SAN FELIPE DEL PROGRESO,VALLE DE BRAVO,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.716059,-99.949323,COORDENADA
TOL26080105374,2026-08-01,17:01:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.27762,-99.64589,COORDENADA
TOL26080105405,2026-08-01,17:03:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.266785,-99.638735,COORDENADA
